Inserted Genomes, Total BP Epochs, Time, Best Val. MAE, Best Val. MSE, Enabled Nodes, Enabled Edges, Enabled Rec. Edges,Island_0_best_fitness,Island_0_worst_fitness,Island_1_best_fitness,Island_1_worst_fitness,Island_2_best_fitness,Island_2_worst_fitness,Island_3_best_fitness,Island_3_worst_fitness,Island_4_best_fitness,Island_4_worst_fitness,Island_5_best_fitness,Island_5_worst_fitness,Island_6_best_fitness,Island_6_worst_fitness,Island_7_best_fitness,Island_7_worst_fitness,Island_8_best_fitness,Island_8_worst_fitness,Island_9_best_fitness,Island_9_worst_fitness
32,10,626,0.16748,0.0430845,6,4,0,10000000.000000,10000000.000000,10000000.000000,10000000.000000,10000000.000000,10000000.000000,10000000.000000,10000000.000000,10000000.000000,10000000.000000,10000000.000000,10000000.000000,10000000.000000,10000000.000000,10000000.000000,10000000.000000,0.043084,10000000.000000,10000000.000000,10000000.000000
34,20,634,0.16748,0.0430845,6,4,0,10000000.000000,10000000.000000,10000000.000000,10000000.000000,10000000.000000,10000000.000000,10000000.000000,10000000.000000,10000000.000000,10000000.000000,10000000.000000,10000000.000000,0.243699,10000000.000000,10000000.000000,10000000.000000,0.043084,10000000.000000,10000000.000000,10000000.000000
36,30,634,0.16748,0.0430845,6,4,0,10000000.000000,10000000.000000,10000000.000000,10000000.000000,10000000.000000,10000000.000000,10000000.000000,10000000.000000,10000000.000000,10000000.000000,10000000.000000,10000000.000000,0.243699,10000000.000000,10000000.000000,10000000.000000,0.043084,10000000.000000,10000000.000000,10000000.000000
38,40,638,0.16748,0.0430845,6,4,0,10000000.000000,10000000.000000,0.368229,10000000.000000,10000000.000000,10000000.000000,10000000.000000,10000000.000000,10000000.000000,10000000.000000,10000000.000000,10000000.000000,0.243699,10000000.000000,10000000.000000,10000000.000000,0.043084,10000000.000000,10000000.000000,10000000.000000
40,50,692,0.16748,0.0430845,6,4,0,10000000.000000,10000000.000000,0.368229,10000000.000000,10000000.000000,10000000.000000,10000000.000000,10000000.000000,10000000.000000,10000000.000000,10000000.000000,10000000.000000,0.243699,10000000.000000,10000000.000000,10000000.000000,0.043084,10000000.000000,10000000.000000,10000000.000000
42,60,725,0.126772,0.0255903,6,5,0,10000000.000000,10000000.000000,0.368229,10000000.000000,10000000.000000,10000000.000000,10000000.000000,10000000.000000,10000000.000000,10000000.000000,10000000.000000,10000000.000000,0.243699,10000000.000000,0.025590,10000000.000000,0.043084,10000000.000000,10000000.000000,10000000.000000
44,70,734,0.12109,0.0229855,6,5,0,10000000.000000,10000000.000000,0.368229,10000000.000000,10000000.000000,10000000.000000,10000000.000000,10000000.000000,10000000.000000,10000000.000000,10000000.000000,10000000.000000,0.243699,10000000.000000,0.025590,10000000.000000,0.022985,0.043084,10000000.000000,10000000.000000
46,80,761,0.12109,0.0229855,6,5,0,10000000.000000,10000000.000000,0.368229,10000000.000000,10000000.000000,10000000.000000,0.028328,10000000.000000,10000000.000000,10000000.000000,10000000.000000,10000000.000000,0.243699,10000000.000000,0.025590,10000000.000000,0.022985,0.043084,10000000.000000,10000000.000000
48,90,764,0.12109,0.0229855,6,5,0,10000000.000000,10000000.000000,0.368229,10000000.000000,10000000.000000,10000000.000000,0.028328,10000000.000000,10000000.000000,10000000.000000,10000000.000000,10000000.000000,0.243699,10000000.000000,0.025512,10000000.000000,0.022985,10000000.000000,10000000.000000,10000000.000000
50,100,771,0.12109,0.0229855,6,5,0,10000000.000000,10000000.000000,0.368229,10000000.000000,10000000.000000,10000000.000000,0.028328,10000000.000000,10000000.000000,10000000.000000,10000000.000000,10000000.000000,0.243699,10000000.000000,0.025083,10000000.000000,0.022985,10000000.000000,10000000.000000,10000000.000000
52,110,774,0.120124,0.0227953,6,5,0,10000000.000000,10000000.000000,0.022795,10000000.000000,10000000.000000,10000000.000000,0.028328,10000000.000000,10000000.000000,10000000.000000,10000000.000000,10000000.000000,0.243699,10000000.000000,0.025083,10000000.000000,0.022985,10000000.000000,10000000.000000,10000000.000000
54,120,789,0.120124,0.0227953,6,5,0,10000000.000000,10000000.000000,0.022795,10000000.000000,10000000.000000,10000000.000000,0.028328,10000000.000000,10000000.000000,10000000.000000,10000000.000000,10000000.000000,0.243699,10000000.000000,0.025083,10000000.000000,0.022985,10000000.000000,10000000.000000,10000000.000000
56,130,790,0.120124,0.0227953,6,5,0,10000000.000000,10000000.000000,0.022795,10000000.000000,10000000.000000,10000000.000000,0.028328,10000000.000000,0.037677,10000000.000000,10000000.000000,10000000.000000,0.243699,10000000.000000,0.025083,10000000.000000,0.022985,10000000.000000,10000000.000000,10000000.000000
58,140,796,0.120124,0.0227953,6,5,0,10000000.000000,10000000.000000,0.022795,10000000.000000,10000000.000000,10000000.000000,0.028328,10000000.000000,0.037677,10000000.000000,10000000.000000,10000000.000000,0.070979,0.525153,0.025083,10000000.000000,0.022985,10000000.000000,10000000.000000,10000000.000000
60,150,799,0.120124,0.0227953,6,5,0,10000000.000000,10000000.000000,0.022795,10000000.000000,10000000.000000,10000000.000000,0.028328,10000000.000000,0.037677,10000000.000000,10000000.000000,10000000.000000,0.070979,0.525153,0.025083,10000000.000000,0.022985,10000000.000000,0.024083,10000000.000000
62,160,804,0.120124,0.0227953,6,5,0,0.026655,10000000.000000,0.022795,10000000.000000,10000000.000000,10000000.000000,0.028328,10000000.000000,0.037677,10000000.000000,10000000.000000,10000000.000000,0.070979,0.525153,0.025083,10000000.000000,0.022985,10000000.000000,0.024083,10000000.000000
64,170,805,0.120124,0.0227953,6,5,0,0.026532,10000000.000000,0.022795,10000000.000000,10000000.000000,10000000.000000,0.028328,10000000.000000,0.037677,10000000.000000,10000000.000000,10000000.000000,0.070979,10000000.000000,0.025083,10000000.000000,0.022985,10000000.000000,0.024083,10000000.000000
66,180,806,0.120124,0.0227953,6,5,0,0.026532,10000000.000000,0.022795,10000000.000000,10000000.000000,10000000.000000,0.028328,10000000.000000,0.037677,10000000.000000,10000000.000000,10000000.000000,0.070979,10000000.000000,0.025083,10000000.000000,0.022985,10000000.000000,0.024083,10000000.000000
68,190,811,0.120124,0.0227953,6,5,0,0.026532,10000000.000000,0.022795,10000000.000000,10000000.000000,10000000.000000,0.028328,10000000.000000,0.037677,10000000.000000,10000000.000000,10000000.000000,0.070979,10000000.000000,0.025083,10000000.000000,0.022985,10000000.000000,0.023974,10000000.000000
70,200,812,0.120124,0.0227953,6,5,0,0.026532,10000000.000000,0.022795,10000000.000000,10000000.000000,10000000.000000,0.028328,10000000.000000,0.037677,10000000.000000,0.032042,10000000.000000,0.070979,10000000.000000,0.025083,10000000.000000,0.022985,10000000.000000,0.023974,10000000.000000
72,210,815,0.120124,0.0227953,6,5,0,0.026532,10000000.000000,0.022795,10000000.000000,0.032872,10000000.000000,0.028328,10000000.000000,0.037677,10000000.000000,0.032042,10000000.000000,0.070979,10000000.000000,0.025083,10000000.000000,0.022985,10000000.000000,0.023974,10000000.000000
74,220,820,0.120124,0.0227953,6,5,0,0.026532,10000000.000000,0.022795,10000000.000000,0.032872,10000000.000000,0.028328,10000000.000000,0.037677,10000000.000000,0.032042,10000000.000000,0.070979,10000000.000000,0.025083,10000000.000000,0.022985,10000000.000000,0.023974,10000000.000000
