model,n_stocks,mse_median,mse_mean,mae_median,mae_mean,r2_median,r2_mean,qlike_median,qlike_mean,mse_winrate_vs_har_pooled,mse_wilcoxon_p,mae_winrate_vs_har_pooled,mae_wilcoxon_p,r2_winrate_vs_har_pooled,r2_wilcoxon_p,qlike_winrate_vs_har_pooled,qlike_wilcoxon_p
har_pooled,234,0.1403620094690017,0.14420651641850557,0.25527456301462836,0.2545125823079626,0.23973451198293233,0.2245064767954104,-6.983848210213223,-6.963363254802495,,,,,,,,
har_x,234,0.14093204534952858,0.1498466348341894,0.2520841054870405,0.26217915733292246,0.23451156790651007,0.15968755378072877,-7.0033325513795095,-7.035769961952526,0.5042735042735043,0.19696669372345466,0.44017094017094016,0.0038565936781379015,0.5042735042735043,0.1009187170285976,0.6025641025641025,0.0013232296500491376
har,234,0.1417711080699716,0.1509200700640128,0.2550931228141439,0.26265083703063785,0.2270966379613596,0.15419072112998225,-6.951585606396794,-7.000609205807961,0.4017094017094017,0.00019377995416103484,0.4230769230769231,0.00019903545721079548,0.4017094017094017,0.00019010616892674702,0.49145299145299143,0.1362431950779542
ewma,234,0.15288946875992437,0.16783596380794144,0.2768102015905042,0.2842061443223562,0.15030728882268635,0.06560284273904496,-7.0851409982203375,-7.131181073929577,0.20512820512820512,3.536489853229408e-23,0.1452991452991453,8.272814335986937e-32,0.20512820512820512,3.1310457203832355e-24,0.6837606837606838,7.775091400359881e-13
garch,234,0.15617647074361812,0.17555535166366937,0.278875908229936,0.2899233211011337,0.13621976240489359,0.010335880864435371,-7.090095356681868,-7.1117147518315695,0.18376068376068377,3.32240875493655e-24,0.13675213675213677,1.2159682379619106e-30,0.18376068376068377,6.360275034265419e-26,0.6709401709401709,6.643623740750262e-10
egarch,234,0.15997208038236768,0.9420407331419967,0.282544479840065,0.3719714212443672,0.12599911973953654,-5.112209647826919,-7.074248637887467,1430588.7306951392,0.2094017094017094,8.886384222666482e-24,0.17094017094017094,7.309245884276546e-29,0.2094017094017094,3.355410067066983e-24,0.6495726495726496,2.9915509983660586e-06
naive,234,0.18466554130478796,0.19008130273281584,0.2767319964076447,0.2826136793642874,0.02965717646729432,-0.01189907953703507,-6.487670291260109,-1.3099925319967545,0.004273504273504274,5.388141717385154e-40,0.017094017094017096,8.0191182417707e-40,0.004273504273504274,5.819592307224018e-40,0.038461538461538464,7.256765964308389e-39
