stock,model,n,mse,mae,r2,qlike
SH600276,lstm4_raw,417,0.11598171721992967,0.22520248244128666,0.13898959514646303,-7.173329984731836
SH600332,lstm4_raw,417,0.13631565312437377,0.228900657612708,0.31866474557823077,-7.267057449452305
SH600340,lstm4_raw,417,0.12363658329543138,0.21564971606856692,0.35016296592192586,-7.309539789786824
SH600352,lstm4_raw,413,0.14698358362688146,0.2419839965293133,0.43909174471349843,-7.120257342763659
SH600362,lstm4_raw,417,0.16449968267643886,0.2626782780375202,0.2635685232241989,-7.475865405093402
SH600369,lstm4_raw,417,0.18910841864922925,0.29159601914815514,0.35569694873042623,-6.954371150453444
SH600372,lstm4_raw,417,0.1510744828934345,0.2502874513948304,0.3541004470509955,-7.018960298999892
SH600383,lstm4_raw,417,0.13502262385857766,0.22161251472421864,0.16598599263063196,-6.842883189730888
SH600489,lstm4_raw,416,0.14573662999698928,0.2643579196268099,0.15621862922969076,-7.239609877019333
SH600519,lstm4_raw,417,0.1312097174859184,0.22972115739019303,0.163994348188234,-7.550105053957969
SH600547,lstm4_raw,417,0.1528525344763756,0.25267742809171634,0.1096614520664495,-7.088963634622014
SH600570,lstm4_raw,416,0.13450218143290543,0.24157199778759403,0.2702465541380754,-6.65283349024504
SH600583,lstm4_raw,417,0.1314925642305144,0.22334940232770287,0.15693744927468467,-7.230899720174436
SH600585,lstm4_raw,417,0.13508754166865344,0.2170692712911203,0.13709365241228133,-7.319826786733647
SH600588,lstm4_raw,417,0.1316033590647878,0.2310534917177404,0.3532038172296378,-6.302877079026907
SH600637,lstm4_raw,417,0.13641048275260845,0.25008363903087316,0.3503770632946641,-7.450491531626923
SH600660,lstm4_raw,417,0.15106847323610834,0.24607773766307284,0.3516880427903214,-7.379432204783407
SH600674,lstm4_raw,417,0.12012835144109689,0.23396680260060748,-0.028650843993200725,-8.098059289148697
SH600703,lstm4_raw,415,0.14387307668879717,0.2539591992594028,0.09249080640975071,-6.022765566390281
SH600705,lstm4_raw,417,0.15761743581400522,0.262775393368254,0.42979127597774025,-7.2501913770609665
SH600741,lstm4_raw,417,0.1273801030526404,0.2184005699891568,0.16588671725200976,-6.665065143197074
SH600837,lstm4_raw,417,0.1628278303124297,0.2677689574596394,0.3515683605945419,-7.03870585115792
SH600886,lstm4_raw,417,0.12033218810269508,0.22084333900739234,0.041863638662031355,-7.650930901215974
SH600887,lstm4_raw,417,0.11396345669902426,0.20551071547795402,0.23855742890375997,-7.356075518981327
SH600893,lstm4_raw,406,0.14402699564882326,0.2404671123897678,0.5378621587322417,-7.148348581610605
SH600999,lstm4_raw,411,0.13345367822222629,0.24964696599254962,0.38188523140222086,-7.083933452028464
SH601006,lstm4_raw,417,0.1326797610944672,0.23821628593598043,-0.015419379599107108,-8.650296740457966
SH601009,lstm4_raw,417,0.1574561372453094,0.2635838095169523,0.23911935504875392,-7.821052338630726
SH601111,lstm4_raw,416,0.16608227563148514,0.2712272414975885,0.08425633055157133,-7.141269768674695
SH601166,lstm4_raw,417,0.14131934784823752,0.24948471228416716,0.12359614772913796,-7.959703692438962
SH601169,lstm4_raw,417,0.1347542939856998,0.2520334003798453,0.1771282153108481,-8.6585107629203
SH601186,lstm4_raw,417,0.14487840164637103,0.25147090861029936,0.30318073281331004,-7.637033646151853
SH601225,lstm4_raw,417,0.14372925379693732,0.25069483522535907,0.15581307114685694,-7.537048792326087
SH601288,lstm4_raw,417,0.14064646321437568,0.2586988976980562,0.05146914835267036,-8.998640697684698
SH601318,lstm4_raw,417,0.11746154868463805,0.22112185178382104,0.3465558149771991,-7.925674798892812
SH601328,lstm4_raw,417,0.15773399027884927,0.2869986289232645,0.2610852851142108,-8.906524150426122
SH601336,lstm4_raw,417,0.1524672411158225,0.25420994649217926,0.36875849471553424,-7.195391079255607
SH601377,lstm4_raw,417,0.18354514433578398,0.28197073136898254,0.3665511667040565,-7.034678421129906
SH601398,lstm4_raw,417,0.1394690895218866,0.2615295838864858,0.11649623455642022,-8.742488779895968
SH601555,lstm4_raw,411,0.1751944500102705,0.2730813407120585,0.40104890788727476,-6.781477992437988
SH601601,lstm4_raw,417,0.13680104389339165,0.23638333189572727,0.10528245409899073,-7.323301326288034
SH601607,lstm4_raw,417,0.15895899475246233,0.2793507400529271,0.3947625322018381,-7.351605523535641
SH601628,lstm4_raw,417,0.1358693061767688,0.22680951644832104,0.3965226295410804,-7.0225268171824995
SH601633,lstm4_raw,416,0.16030727065870756,0.2766993519492308,0.41242323358088384,-6.484355790333165
SH601668,lstm4_raw,417,0.14196105091352418,0.24576828749995822,0.06824408915649127,-7.919797569768855
SH601669,lstm4_raw,417,0.1726368824975399,0.268547047562354,0.287041793774405,-7.646392045983739
SH601688,lstm4_raw,417,0.1584427366159832,0.2550467580292631,0.3016931446114345,-7.1914546561866475
SH601766,lstm4_raw,417,0.1294324618762498,0.24006763871456327,0.3234282855646059,-8.189361313488673
SH601800,lstm4_raw,417,0.18445436408860857,0.28489254767857347,0.25412761274008155,-7.473666547163536
SH601818,lstm4_raw,417,0.14763663634727914,0.2524829238578327,0.2589607201042081,-7.876173310057329
SH601857,lstm4_raw,417,0.1395578570574267,0.25400094062139705,0.0636024051503391,-8.835708105947075
SH601888,lstm4_raw,417,0.13018103251873758,0.22758111468003311,0.5059148031543683,-6.769112742986548
SH601899,lstm4_raw,413,0.17244595675956784,0.26456413687382385,0.2982959783479505,-7.0443657944720615
SH601901,lstm4_raw,415,0.2041010395611302,0.28734039732743777,0.28695524049458143,-6.901144127226446
SH601933,lstm4_raw,417,0.16395903346675225,0.25537920127803254,0.11902137747231267,-7.081690545629253
SH601939,lstm4_raw,417,0.14726323566091465,0.2521706394208191,0.2185463229961796,-8.398109900241108
SH601988,lstm4_raw,417,0.15294578853397445,0.28188460206687316,0.10376891726434856,-8.979184957558706
SH601998,lstm4_raw,417,0.15599706083683898,0.26825358000176464,0.31619550185050893,-8.205348555126399
SH603993,lstm4_raw,417,0.15676375844740528,0.26467436119425425,0.28460509405457346,-7.022146233671641
SZ000001,lstm4_raw,417,0.062467855962775175,0.18695508829408217,0.17787556143552274,-7.255811030635298
SZ000069,lstm4_raw,417,0.055544255574311766,0.1876341805345793,0.38817212048132343,-7.374350010446563
SZ000157,lstm4_raw,417,0.053538686526453674,0.18285657485805726,0.30186041610729786,-7.199664046733995
SZ000166,lstm4_raw,417,0.09504007382932447,0.24291884073474726,0.49385113933250213,-7.415615311072648
SZ000333,lstm4_raw,406,0.05589668360387204,0.18487454014134522,0.23619826852301462,-7.35869176318509
SZ000338,lstm4_raw,417,0.05639854797161135,0.19004467748063686,0.3455643472021527,-6.987304211370389
SZ000425,lstm4_raw,417,0.07043372288343315,0.20803866473674312,0.3578059769625186,-7.034322018214331
SZ000568,lstm4_raw,417,0.06390313542275043,0.20399277721884654,0.4010353216092981,-6.747091387860359
SZ000625,lstm4_raw,417,0.07544688303799132,0.2147628083957417,-0.03227858293245056,-6.336092679152739
SZ000709,lstm4_raw,417,0.09109825934993991,0.24342627565024758,0.3900686963565243,-8.074270737793867
SZ000725,lstm4_raw,417,0.09023307769034769,0.2341967245765986,0.3211915180609216,-6.7034190593847125
SZ000728,lstm4_raw,417,0.09837140466878756,0.2389761774005944,0.5514094509404461,-6.959547188575939
SZ000768,lstm4_raw,417,0.07011217120827341,0.20388853211587915,0.5717499388598148,-7.0510590109058136
SZ000776,lstm4_raw,417,0.08448453277968684,0.22548900730038854,0.4840016469504501,-7.359471843388886
SZ000783,lstm4_raw,417,0.09331445621080756,0.23894499773119712,0.5591296599650993,-7.0227682390774655
SZ000858,lstm4_raw,417,0.06854665701732739,0.21040018355509177,0.43045577305473115,-6.94739593014532
SZ000895,lstm4_raw,402,0.07027168652758897,0.20614948931208507,0.3861662303236496,-6.727056633206559
SZ000963,lstm4_raw,417,0.09033057899810526,0.23827625685932566,0.17321493611261252,-6.8275523750880565
SZ002007,lstm4_raw,417,0.07633983270021745,0.21849098689642477,0.4095018132374466,-6.458565487462826
SZ002008,lstm4_raw,417,0.05723246984665252,0.19245167230336674,0.004985973045199432,-6.4903709035608
SZ002024,lstm4_raw,417,0.09102277577634577,0.24029123584360998,0.5729915082491401,-7.637663157391729
SZ002142,lstm4_raw,417,0.06179188702836182,0.18433041968590044,0.26597278084984743,-7.0756399051756524
SZ002146,lstm4_raw,417,0.05818375463788872,0.18995715910085287,0.39607957008898675,-7.309403877052041
SZ002153,lstm4_raw,417,0.06766287277268646,0.20409158454349488,0.1368040669541183,-6.40952310813607
SZ002202,lstm4_raw,411,0.0608638975616652,0.19903567718917975,0.26946330446414135,-6.903509892856653
SZ002236,lstm4_raw,415,0.07055066754555472,0.21563615784830936,0.12845960828349512,-6.587473891746785
SZ002241,lstm4_raw,417,0.056499873718606444,0.19231531767921153,0.28522017685438916,-5.991736069796031
SZ002304,lstm4_raw,417,0.07263694824431559,0.21249606267771942,0.3576188132590664,-7.008275645326755
SZ002415,lstm4_raw,415,0.057360870131939995,0.18983901684729415,0.10550555089222602,-6.919522430002773
SZ002456,lstm4_raw,414,0.15297207442970803,0.23165265840454502,0.14906125282330618,-6.121414604711684
SZ002475,lstm4_raw,417,0.0482143704278941,0.17754114591067313,0.10755769951945349,-6.289102857689092
SZ002594,lstm4_raw,417,0.07138405642229761,0.21436085817409936,0.5776080195498374,-6.885107672696125
SZ002673,lstm4_raw,417,0.10391998453779033,0.2512694028053914,0.5602250822121729,-7.046149466337998
SZ300124,lstm4_raw,406,0.049681896591785894,0.17476090799522356,0.3792720794130784,-6.733351974050956
