stock,model,n,mse,mae,r2,qlike,r2_offset22
SH601009,garch,417,0.1763794392839013,0.2856275571628159,0.1476756392836511,-7.788408860435843,0.1418054975557612
SH601111,garch,416,0.2137529926193114,0.3252589391984705,-0.1785902443384097,-7.148103279373992,-0.1774266988409059
SH601166,garch,417,0.1543299449781158,0.2742743590235129,0.0429098325246923,-7.936155341505023,0.0333722570747063
SH601169,garch,417,0.16528441607832,0.2956329116193965,-0.0093027718590159,-8.614414655215208,-0.0071367678118587
SH601186,garch,417,0.1713674561889422,0.2956996081128242,0.1757767625522599,-7.638712780780891,0.1818918359768244
SH601225,garch,417,0.2355802815012864,0.3648054667010039,-0.3836695668085881,-7.490398450360595,-0.3646248157879066
SH601288,garch,417,0.1408422547343886,0.2680342388658409,0.0501487148843921,-8.97606930352906,0.0340516868282045
SH601318,garch,417,0.1430046871960399,0.2642174561548178,0.2044581199066215,-7.911992600805784,0.2033507568098923
SH601328,garch,417,0.1876580111010483,0.3265051532417383,0.1209043432957589,-8.874543759209448,0.1140924888499272
SH601336,garch,417,0.2004786077541341,0.3215314589930492,0.1699828946211538,-7.171205873707807,0.2055047298485419
SH601377,garch,417,0.2136080247415503,0.322552106367609,0.2627985090815279,-6.990591994695631,0.2670972573231575
SH601398,garch,417,0.1658888723613327,0.3012835307142874,-0.0508668542890786,-8.673567348685998,-0.0710118678955873
SH601555,garch,411,0.2330048907822077,0.3584328080715245,0.2034077917797727,-6.699654394303882,0.2071786001796883
SH601601,garch,417,0.16346301588662,0.2723976034212456,-0.069094388882213,-7.3051115010684,-0.0684834663489684
SH601607,garch,417,0.1992868737142955,0.3299605877747216,0.2412138551827125,-7.316929514993987,0.2486711632071513
SH601628,garch,417,0.1688761770400139,0.2762793979391866,0.2499192487177958,-6.985788408261094,0.2570962017510739
SH601633,garch,416,0.2060866034124568,0.3204265322227438,0.2446275235189233,-6.315756310900095,0.2576047368548082
SH601668,garch,417,0.1436256465815402,0.2563988552353549,0.0573185793574456,-7.943900488583678,0.0818260680591558
SH601669,garch,417,0.190294230018233,0.3005238622471142,0.2141202336017995,-7.673229399745901,0.2166371614546992
SH601688,garch,417,0.2216214419743276,0.3454958915125737,0.0232447662977285,-7.108829640748025,0.0235585590861709
SH601766,garch,417,0.1463594471274112,0.2617762347526287,0.2349472409673819,-8.170608842454147,0.2299327847049622
SH601800,garch,417,0.2633485425747569,0.3877645420570696,-0.0648943282106107,-7.442111263678086,-0.0565839298254842
SH601818,garch,417,0.154925559380624,0.2674882621480546,0.2223750973923746,-7.812032014698187,0.2281674742146189
SH601857,garch,417,0.1964730754942169,0.3024255237245783,-0.3182841813757278,-8.777654172446308,-0.3125920574479905
SH601888,garch,417,0.1474935384896055,0.2559473092172811,0.4402074358443397,-6.7114001344138865,0.4473343271119709
SH601899,garch,413,0.1887001108227161,0.3073089427006806,0.2321558061514786,-6.984144243552007,0.237622902494918
SH601901,garch,415,0.2439627745781099,0.3309276122223139,0.1476947971388383,-6.846262477999733,0.2289497427877919
SH601933,garch,417,0.165914086395724,0.2567774799267906,0.1085165592874488,-7.134316900814834,0.0964657159064006
SH601939,garch,417,0.1760804480407117,0.3014312252694028,0.0656275277916181,-8.350788243125143,0.0504100867723589
SH601988,garch,417,0.1580148843584367,0.2941065266160504,0.0740650510592363,-8.959676793702576,0.0747859986848306
SH601998,garch,417,0.1974118847950693,0.3305499678742934,0.134655908983901,-8.207351627551263,0.1443389123917597
SH603993,garch,417,0.1612548616267336,0.2834719069073144,0.264109844588832,-7.0419835347955795,0.2662539385760146
SZ000001,garch,417,0.0765596524289483,0.2034876122038018,-0.0075831849799328,-7.1984630897295245,-0.0021621409637233
SZ000069,garch,417,0.0714803037346838,0.208438908499839,0.2126342821746517,-7.352152299938272,0.2345075041709112
SZ000157,garch,417,0.0559186957027436,0.1847303071708513,0.2708253137579922,-7.1816705838759525,0.159574746325347
