stock,model,har_beta_0,har_beta_1,har_beta_2,har_beta_3,calib_a,calib_b,converged,persistence,median_sigma,har_pooled_beta_0,har_pooled_beta_1,har_pooled_beta_2,har_pooled_beta_3
SH600583,garch,,,,,-0.4643930514365811,0.9661254897939654,True,0.991575686509488,0.019852031218389344,,,,
SH600583,egarch,,,,,-0.40079740825196397,0.9852377556157362,True,0.9828036119797484,0.020524873909080088,,,,
SH600585,naive,,,,,,,,,,,,,
SH600585,har,0.11684157382012188,0.37459992072155296,0.2984433777721758,-0.8652515930767954,,,,,,,,,
SH600585,har_x,,,,,,,,,,,,,
SH600585,ewma,,,,,-1.7452333914716853,0.6117443041122712,True,,,,,,
SH600585,garch,,,,,-1.0831383647609614,0.7951161553986074,True,0.9874653963333462,0.02021353306386875,,,,
SH600585,egarch,,,,,-1.111706890178108,0.787061652588244,True,0.9814442035025446,0.020329198762614208,,,,
SH600588,naive,,,,,,,,,,,,,
SH600588,har,0.09147981784489903,0.25542286074517556,0.5458009862113428,-0.4137925788959838,,,,,,,,,
SH600588,har_x,,,,,,,,,,,,,
SH600588,ewma,,,,,-0.8203997380174608,0.832095632097937,True,,,,,,
SH600588,garch,,,,,-0.1595754296575883,1.0313961463379153,True,0.9917983696976646,0.03189635399644181,,,,
SH600588,egarch,,,,,-0.20591982880271156,1.0182629191574506,True,0.9865109065094324,0.031570202409522755,,,,
SH600637,naive,,,,,,,,,,,,,
SH600637,har,0.06627076313242203,0.530335994017249,0.3469599246845143,-0.2502671857164161,,,,,,,,,
SH600637,har_x,,,,,,,,,,,,,
SH600637,ewma,,,,,-0.9527256418604989,0.8389850492040117,True,,,,,,
SH600637,garch,,,,,-0.5332796719882142,0.9566690848437097,True,0.9946492278384899,0.01884101079707996,,,,
SH600637,egarch,,,,,-0.4721955085609619,0.9778358179633231,True,0.9902989266953033,0.01930777418270251,,,,
SH600660,naive,,,,,,,,,,,,,
SH600660,har,0.1283677167806252,0.3031521838894937,0.3681366580093622,-0.8481149312643579,,,,,,,,,
SH600660,har_x,,,,,,,,,,,,,
SH600660,ewma,,,,,-1.4280548567977365,0.7029733211080742,True,,,,,,
SH600660,garch,,,,,-0.6608826011687227,0.904323660804859,True,0.9800973142491531,0.017983156628852755,,,,
SH600660,egarch,,,,,-0.7803294551562228,0.8742326582780124,True,0.9890081612831609,0.018335098071271594,,,,
SH600674,naive,,,,,,,,,,,,,
SH600674,har,0.1409584793815408,0.4414557166160822,0.3256064742540797,-0.4153982028557425,,,,,,,,,
SH600674,har_x,,,,,,,,,,,,,
SH600674,ewma,,,,,-1.1131660022670113,0.7862130283497746,True,,,,,,
SH600674,garch,,,,,-0.6502748613348017,0.898804552140015,True,0.9907809762931525,0.012145996989098986,,,,
SH600674,egarch,,,,,-0.6910512252791091,0.889504311706942,True,0.9912721817192129,0.01230170900200164,,,,
SH600703,naive,,,,,,,,,,,,,
SH600703,har,0.10069683526089389,0.08672473985386975,0.6360160516730936,-0.6963916658708549,,,,,,,,,
SH600703,har_x,,,,,,,,,,,,,
SH600703,ewma,,,,,-1.3935552837920626,0.6748014426470677,True,,,,,,
SH600703,garch,,,,,-0.9384230045449314,0.8064996949021663,True,0.9910689694832326,0.02874010613946358,,,,
SH600703,egarch,,,,,-0.9244666991965073,0.8090474314541324,True,0.9969926846797854,0.02696127372874408,,,,
SH600705,naive,,,,,,,,,,,,,
SH600705,har,0.09836502103433996,0.25491614984624267,0.543522398405835,-0.4382184231638923,,,,,,,,,
SH600705,har_x,,,,,,,,,,,,,
SH600705,ewma,,,,,-1.134428729564567,0.7755090881336804,True,,,,,,
SH600705,garch,,,,,-0.7245961693395093,0.8969255287572827,True,0.9956143953310679,0.01954685179325839,,,,
SH600705,egarch,,,,,-0.7541693206004302,0.8988579196096926,True,0.9675048735789438,0.020398992811307033,,,,
SH600741,naive,,,,,,,,,,,,,
SH600741,har,0.06273164103254325,0.5002394293112391,0.27412326892000977,-0.6716602218891594,,,,,,,,,
SH600741,har_x,,,,,,,,,,,,,
SH600741,ewma,,,,,-1.3091857103196975,0.7181272644400617,True,,,,,,
SH600741,garch,,,,,-0.8197833720046622,0.8528216703274484,True,0.9880441887520546,0.021252868432413766,,,,
SH600741,egarch,,,,,-0.9348936173633646,0.8240507340860795,True,0.9921314162678436,0.022033671608503703,,,,
SH600837,naive,,,,,,,,,,,,,
