stock,model,har_beta_0,har_beta_1,har_beta_2,har_beta_3,calib_a,calib_b,converged,persistence,median_sigma,error,har_pooled_beta_0,har_pooled_beta_1,har_pooled_beta_2,har_pooled_beta_3
SH600000,naive,,,,,,,,,,,,,,
SH600000,har,0.10997185134270669,0.45494700260500526,0.3413395919295178,-0.4048266763748207,,,,,,,,,,
SH600000,har_x,,,,,,,,,,,,,,
SH600000,ewma,,,,,-0.84776676774921,0.8514950927835919,True,,,,,,,
SH600000,garch,,,,,-0.40537406799909553,0.9755193290409745,True,0.9974985277038164,0.016618721772818167,,,,,
SH600000,egarch,,,,,-0.27700805779681204,1.00916352203545,True,0.987690692481914,0.016937239197934554,,,,,
SH600004,naive,,,,,,,,,,,,,,
SH600004,har,0.1294045128730061,0.3410790326170658,0.39839287295665626,-0.5458586456041353,,,,,,,,,,
SH600004,har_x,,,,,,,,,,,,,,
SH600004,ewma,,,,,-1.2580357978622076,0.7390506816492595,True,,,,,,,
SH600004,garch,,,,,-11.016513363243082,-2.215147217385617,True,1.000000580137512,0.05037056096381301,,,,,
SH600004,egarch,,,,,,,False,0.0,3.9491014502663595e+86,non-finite forecast,,,,
SH600009,naive,,,,,,,,,,,,,,
SH600009,har,0.08362141547145516,0.3646388254576588,0.4476546722262126,-0.4336344113498223,,,,,,,,,,
SH600009,har_x,,,,,,,,,,,,,,
SH600009,ewma,,,,,-1.0781573275988792,0.7701754799665811,True,,,,,,,
SH600009,garch,,,,,-0.8309882267065412,0.842692105654907,True,0.9999999999997455,0.020151261997275856,,,,,
SH600009,egarch,,,,,-0.67625063261929,0.88348672506308,True,0.9910844893816055,0.020050527689859356,,,,,
SH600010,naive,,,,,,,,,,,,,,
SH600010,har,0.10675128685074908,0.37038119351749405,0.3166102269998204,-0.8209597652437683,,,,,,,,,,
SH600010,har_x,,,,,,,,,,,,,,
SH600010,ewma,,,,,-0.9613789562191708,0.8084334532797218,True,,,,,,,
SH600010,garch,,,,,0.06426455123144871,1.1060945776703046,True,0.9769836930596081,0.02377420783368682,,,,,
SH600010,egarch,,,,,0.3656201896886406,1.193368578375952,True,0.9547722134662808,0.024323304137598672,,,,,
SH600011,naive,,,,,,,,,,,,,,
SH600011,har,0.13236219059020496,0.410239457000498,0.3354529802968484,-0.5003565165739315,,,,,,,,,,
SH600011,har_x,,,,,,,,,,,,,,
SH600011,ewma,,,,,-0.7765770413729416,0.8544362989305672,True,,,,,,,
SH600011,garch,,,,,-0.14147049408748544,1.036204537665527,True,0.991918174483835,0.019757801189662486,,,,,
SH600011,egarch,,,,,0.07479813311510049,1.0929175274813097,True,0.9788218348058391,0.020213085656560326,,,,,
SH600015,naive,,,,,,,,,,,,,,
SH600015,har,0.10098991967872376,0.39527149903259357,0.40773949716592234,-0.41282791832804566,,,,,,,,,,
SH600015,har_x,,,,,,,,,,,,,,
SH600015,ewma,,,,,-0.6095877722853371,0.9110414092453695,True,,,,,,,
SH600015,garch,,,,,-0.2224882437824382,1.0224632573578532,True,0.9976080814226298,0.01760865400333886,,,,,
SH600015,egarch,,,,,-0.10414035050370693,1.0532381474463237,True,0.9873563275242271,0.018294932204726146,,,,,
SH600016,naive,,,,,,,,,,,,,,
SH600016,har,0.15201100173875293,0.3811979529875799,0.3533885286818902,-0.4964287855263227,,,,,,,,,,
SH600016,har_x,,,,,,,,,,,,,,
SH600016,ewma,,,,,-0.9001309825700465,0.8386075349184384,True,,,,,,,
SH600016,garch,,,,,-0.516034308648658,0.9452480929125713,True,0.9988306276574721,0.015019977088306543,,,,,
SH600016,egarch,,,,,-0.345058698317404,0.9900036315951842,True,0.9849952853962538,0.015561872242945134,,,,,
SH600018,naive,,,,,,,,,,,,,,
SH600018,har,0.12751274023944312,0.4140402373556853,0.30291854739772045,-0.6516081760924349,,,,,,,,,,
SH600018,har_x,,,,,,,,,,,,,,
SH600018,ewma,,,,,-1.8313940250255805,0.6042084042266904,True,,,,,,,
SH600018,garch,,,,,6.031482257418495,2.942524693564221,True,0.4889913640023235,0.029178820092590988,,,,,
SH600018,egarch,,,,,-0.10356911802881123,1.159269971981953,True,0.9617112894590256,0.02757054647783973,,,,,
SH600019,naive,,,,,,,,,,,,,,
SH600019,har,0.12190756499144467,0.48145660320211014,0.28023168996431175,-0.48910614404539854,,,,,,,,,,
SH600019,har_x,,,,,,,,,,,,,,
SH600019,ewma,,,,,-0.9996104692971675,0.8031465632954513,True,,,,,,,
SH600019,garch,,,,,-0.16551887125051398,1.030573543610045,True,0.9878028209164222,0.01852198131963772,,,,,
SH600019,egarch,,,,,-0.012733969851063386,1.0718155477949083,True,0.981097045278938,0.01907425195867963,,,,,
SH600023,naive,,,,,,,,,,,,,,
SH600023,har,0.0989915511826311,0.45363436746086233,0.35061876756398724,-0.42634882810038904,,,,,,,,,,
SH600023,har_x,,,,,,,,,,,,,,
SH600023,ewma,,,,,-1.2135345839411795,0.7640647811775373,True,,,,,,,
SH600023,garch,,,,,-0.8914974781335208,0.8592543265935397,True,1.0,0.012642124758238317,,,,,
SH600023,egarch,,,,,-0.8035213620155679,0.8814206841044562,True,0.9933916990393116,0.012685637244824903,,,,,
SH600027,naive,,,,,,,,,,,,,,
SH600027,har,0.13158890395482287,0.411715670536633,0.3453267167107014,-0.4565036887850814,,,,,,,,,,
SH600027,har_x,,,,,,,,,,,,,,
SH600027,ewma,,,,,-0.8902236286566955,0.8314490487966546,True,,,,,,,
SH600027,garch,,,,,-0.14139295719887346,1.0507567704216787,True,0.9908335763888741,0.020814564136526256,,,,,
SH600027,egarch,,,,,-0.011853877704159747,1.085888282094423,True,0.97395439307303,0.021599174568602064,,,,,
SH600028,naive,,,,,,,,,,,,,,
SH600028,har,0.1471870040311217,0.39489495317374246,0.32868786381010157,-0.5597648774816713,,,,,,,,,,
SH600028,har_x,,,,,,,,,,,,,,
SH600028,ewma,,,,,-1.275361756283641,0.74271547473525,True,,,,,,,
SH600028,garch,,,,,-0.010829966742615847,1.0842557577895964,True,0.9722943838414557,0.01620122102315876,,,,,
SH600028,egarch,,,,,0.07935160681721098,1.106533544985691,True,0.9790043129881097,0.01692733662007523,,,,,
SH600029,naive,,,,,,,,,,,,,,
SH600029,har,0.1052749006951717,0.27652420514427084,0.49140705420156533,-0.49889902315198204,,,,,,,,,,
SH600029,har_x,,,,,,,,,,,,,,
SH600029,ewma,,,,,-1.0327175259338337,0.7741745900313382,True,,,,,,,
SH600029,garch,,,,,-0.7709293241401858,0.8549413568015035,True,0.9982344296107947,0.023651484485451072,,,,,
SH600029,egarch,,,,,-0.6751383843543324,0.8809008665018585,True,0.9958254402653907,0.023801294677339328,,,,,
SH600030,naive,,,,,,,,,,,,,,
SH600030,har,0.055900408774605934,0.35832003532183715,0.45424122118061083,-0.5351289729876839,,,,,,,,,,
SH600030,har_x,,,,,,,,,,,,,,
SH600030,ewma,,,,,-1.0985892127735786,0.7812244541937935,True,,,,,,,
SH600030,garch,,,,,-0.6548829070650629,0.9131556378676821,True,0.9984552831952489,0.023642391094309528,,,,,
SH600030,egarch,,,,,-0.504337132488094,0.9545877249347818,True,0.9882882598776004,0.02370321555132244,,,,,
SH600031,naive,,,,,,,,,,,,,,
SH600031,har,0.09161626966595318,0.3862554317445569,0.3628657108909874,-0.6364643807463761,,,,,,,,,,
SH600031,har_x,,,,,,,,,,,,,,
SH600031,ewma,,,,,-1.2087943749024803,0.7417206074161539,True,,,,,,,
SH600031,garch,,,,,-0.6162965714724553,0.9109518196595893,True,0.992009992950345,0.02335805640037359,,,,,
