Inserted Genomes, Total BP Epochs, Time, Best Val. MAE, Best Val. MSE, Enabled Nodes, Enabled Edges, Enabled Rec. Edges,Island_0_best_fitness,Island_0_worst_fitness,Island_1_best_fitness,Island_1_worst_fitness,Island_2_best_fitness,Island_2_worst_fitness,Island_3_best_fitness,Island_3_worst_fitness,Island_4_best_fitness,Island_4_worst_fitness,Island_5_best_fitness,Island_5_worst_fitness,Island_6_best_fitness,Island_6_worst_fitness,Island_7_best_fitness,Island_7_worst_fitness,Island_8_best_fitness,Island_8_worst_fitness,Island_9_best_fitness,Island_9_worst_fitness
7,10,440,0.126519,0.0252335,6,5,0,0.025233,0.025233,10000000.000000,10000000.000000,10000000.000000,10000000.000000,10000000.000000,10000000.000000,10000000.000000,10000000.000000,10000000.000000,10000000.000000,10000000.000000,10000000.000000,10000000.000000,10000000.000000,10000000.000000,10000000.000000,10000000.000000,10000000.000000
9,20,450,0.126519,0.0252335,6,5,0,0.025233,0.025233,0.039347,0.039347,10000000.000000,10000000.000000,10000000.000000,10000000.000000,10000000.000000,10000000.000000,10000000.000000,10000000.000000,10000000.000000,10000000.000000,10000000.000000,10000000.000000,10000000.000000,10000000.000000,10000000.000000,10000000.000000
11,30,451,0.126519,0.0252335,6,5,0,0.025233,0.025233,0.039347,0.039347,10000000.000000,10000000.000000,10000000.000000,10000000.000000,10000000.000000,10000000.000000,0.029792,0.029792,10000000.000000,10000000.000000,10000000.000000,10000000.000000,10000000.000000,10000000.000000,10000000.000000,10000000.000000
13,40,457,0.126519,0.0252335,6,5,0,0.025233,0.025233,0.039347,0.039347,10000000.000000,10000000.000000,10000000.000000,10000000.000000,0.027335,0.027335,0.029792,0.029792,10000000.000000,10000000.000000,10000000.000000,10000000.000000,10000000.000000,10000000.000000,10000000.000000,10000000.000000
15,50,474,0.126519,0.0252335,6,5,0,0.025233,0.025233,0.039347,0.039347,0.025639,0.025639,10000000.000000,10000000.000000,0.027335,0.027335,0.029792,0.029792,10000000.000000,10000000.000000,10000000.000000,10000000.000000,10000000.000000,10000000.000000,10000000.000000,10000000.000000
17,60,500,0.126519,0.0252335,6,5,0,0.025233,10000000.000000,0.039347,0.039347,0.025639,0.025639,0.025794,0.025794,0.027335,0.027335,0.029792,0.029792,10000000.000000,10000000.000000,10000000.000000,10000000.000000,10000000.000000,10000000.000000,10000000.000000,10000000.000000
19,70,1001,0.126519,0.0252335,6,5,0,0.025233,10000000.000000,0.039347,10000000.000000,0.025639,0.025639,0.025794,0.025794,0.027335,0.027335,0.029792,0.029792,10000000.000000,10000000.000000,0.028215,0.028215,10000000.000000,10000000.000000,10000000.000000,10000000.000000
21,80,1013,0.126519,0.0252335,6,5,0,0.025233,10000000.000000,0.039347,10000000.000000,0.025639,10000000.000000,0.025794,0.025794,0.027335,0.027335,0.029792,0.029792,10000000.000000,10000000.000000,0.028215,0.028215,0.026772,0.026772,10000000.000000,10000000.000000
23,90,1023,0.126519,0.0252335,6,5,0,0.025233,10000000.000000,0.039347,10000000.000000,0.025639,10000000.000000,0.025794,0.025794,0.027335,0.027335,0.029792,0.029792,10000000.000000,10000000.000000,0.028215,0.028215,0.026772,0.026772,0.030293,0.030293
25,100,1041,0.126519,0.0252335,6,5,0,0.025233,10000000.000000,0.039347,10000000.000000,0.025639,10000000.000000,0.025794,0.025794,0.027335,10000000.000000,0.029792,0.029792,0.026860,0.026860,0.028215,0.028215,0.026772,0.026772,0.030293,0.030293
27,110,1098,0.126519,0.0252335,6,5,0,0.025233,10000000.000000,0.034216,0.039347,0.025639,10000000.000000,0.025794,0.025794,0.027335,10000000.000000,0.029792,10000000.000000,0.026860,0.026860,0.028215,0.028215,0.026772,0.026772,0.030293,0.030293
29,120,1301,0.118807,0.022243,7,9,0,0.022243,0.025233,0.034216,0.039347,0.025639,10000000.000000,0.025794,0.025794,0.027335,10000000.000000,0.029792,10000000.000000,0.026860,10000000.000000,0.028215,0.028215,0.026772,0.026772,0.030293,0.030293
31,130,1561,0.118807,0.022243,7,9,0,0.022243,0.025233,0.034216,0.039347,0.025639,10000000.000000,0.022638,0.022638,0.027335,10000000.000000,0.029792,10000000.000000,0.026860,10000000.000000,0.028215,10000000.000000,0.026772,0.026772,0.030293,0.030293
33,140,1705,0.118807,0.022243,7,9,0,0.022243,0.025233,0.034216,0.039347,0.025639,10000000.000000,0.022638,0.022638,0.027335,10000000.000000,0.029792,10000000.000000,0.026162,0.026860,0.028215,10000000.000000,0.026772,10000000.000000,0.030293,0.030293
35,150,1779,0.118807,0.022243,7,9,0,0.022243,0.025233,0.034216,0.039347,0.025639,10000000.000000,0.022638,0.022638,0.027335,0.028001,0.029792,10000000.000000,0.026162,0.026860,0.028215,10000000.000000,0.026772,10000000.000000,0.030293,10000000.000000
37,160,1782,0.118807,0.022243,7,9,0,0.022243,10000000.000000,0.034216,0.039347,0.025639,0.030338,0.022638,0.022638,0.027335,0.028001,0.029792,10000000.000000,0.026162,0.026860,0.028215,10000000.000000,0.026772,10000000.000000,0.030293,10000000.000000
39,170,1815,0.118807,0.022243,7,9,0,0.022243,10000000.000000,0.034216,10000000.000000,0.025639,0.030338,0.022638,0.022638,0.027335,0.028001,0.026212,0.029792,0.026162,0.026860,0.028215,10000000.000000,0.026772,10000000.000000,0.030293,10000000.000000
41,180,1873,0.118807,0.022243,7,9,0,0.022243,10000000.000000,0.034216,10000000.000000,0.025639,10000000.000000,0.022638,0.022638,0.027335,0.028001,0.026212,0.029792,0.026162,0.026860,0.022780,0.028215,0.026772,10000000.000000,0.030293,10000000.000000
43,190,2286,0.118807,0.022243,7,9,0,0.022243,10000000.000000,0.034216,10000000.000000,0.025639,10000000.000000,0.022638,10000000.000000,0.027335,0.028001,0.026212,0.029792,0.026162,0.026860,0.022780,0.028215,0.026772,0.027105,0.030293,10000000.000000
45,200,2394,0.118807,0.022243,7,9,0,0.022243,10000000.000000,0.028150,0.039347,0.025639,10000000.000000,0.022638,10000000.000000,0.027335,10000000.000000,0.026212,0.029792,0.026162,0.026860,0.022780,0.028215,0.026772,0.027105,0.030293,10000000.000000
47,210,2448,0.118807,0.022243,7,9,0,0.022243,10000000.000000,0.028150,0.039347,0.025639,10000000.000000,0.022461,0.022638,0.027335,10000000.000000,0.026212,10000000.000000,0.026162,0.026860,0.022780,0.028215,0.026772,0.027105,0.030293,10000000.000000
49,220,2521,0.118807,0.022243,7,9,0,0.022243,10000000.000000,0.028150,0.039347,0.025639,10000000.000000,0.022461,0.022638,0.027335,10000000.000000,0.026212,10000000.000000,0.026162,10000000.000000,0.022780,0.028215,0.026772,0.027105,0.029547,0.030293
51,230,2576,0.118807,0.022243,7,9,0,0.022243,0.025233,0.028150,0.039347,0.025639,10000000.000000,0.022461,0.022638,0.027335,10000000.000000,0.026212,10000000.000000,0.026162,10000000.000000,0.022780,10000000.000000,0.026772,0.027105,0.029547,0.030293
53,240,2709,0.118807,0.022243,7,9,0,0.022243,0.025233,0.028150,0.039347,0.024059,0.030338,0.022461,0.022638,0.027335,10000000.000000,0.026212,10000000.000000,0.026162,10000000.000000,0.022780,10000000.000000,0.026772,10000000.000000,0.029547,0.030293
55,250,3072,0.118807,0.022243,7,9,0,0.022243,0.025233,0.028150,0.039347,0.024059,0.030338,0.022461,0.022638,0.025748,0.028001,0.026212,10000000.000000,0.026162,10000000.000000,0.022780,10000000.000000,0.026772,10000000.000000,0.029547,10000000.000000
57,260,3197,0.118807,0.022243,7,9,0,0.022243,10000000.000000,0.028150,0.039347,0.024059,0.030338,0.022461,0.022638,0.025748,0.028001,0.025868,0.029792,0.026162,10000000.000000,0.022780,10000000.000000,0.026772,10000000.000000,0.029547,10000000.000000
59,270,3283,0.118807,0.022243,7,9,0,0.022243,10000000.000000,0.028150,10000000.000000,0.024059,0.030338,0.022461,0.022638,0.025748,0.028001,0.025868,0.029792,0.026162,10000000.000000,0.022780,0.028215,0.026772,10000000.000000,0.029547,10000000.000000
61,280,3371,0.118807,0.022243,7,9,0,0.022243,10000000.000000,0.028150,10000000.000000,0.024059,10000000.000000,0.022461,0.022638,0.025748,0.028001,0.025868,0.029792,0.025768,0.026860,0.022780,0.028215,0.026772,10000000.000000,0.029547,10000000.000000
63,290,3390,0.118807,0.022243,7,9,0,0.022243,10000000.000000,0.028150,10000000.000000,0.024059,10000000.000000,0.022461,0.022638,0.025748,0.028001,0.025868,0.029792,0.025768,0.026860,0.022780,0.028215,0.023644,0.027105,0.029547,10000000.000000
