Inserted Genomes, Total BP Epochs, Time, Best Val. MAE, Best Val. MSE, Enabled Nodes, Enabled Edges, Enabled Rec. Edges,Island_0_best_fitness,Island_0_worst_fitness,Island_1_best_fitness,Island_1_worst_fitness,Island_2_best_fitness,Island_2_worst_fitness,Island_3_best_fitness,Island_3_worst_fitness,Island_4_best_fitness,Island_4_worst_fitness,Island_5_best_fitness,Island_5_worst_fitness,Island_6_best_fitness,Island_6_worst_fitness,Island_7_best_fitness,Island_7_worst_fitness,Island_8_best_fitness,Island_8_worst_fitness,Island_9_best_fitness,Island_9_worst_fitness
32,10,813,0.651556,0.483624,4,5,0,10000000.000000,10000000.000000,10000000.000000,10000000.000000,10000000.000000,10000000.000000,10000000.000000,10000000.000000,10000000.000000,10000000.000000,10000000.000000,10000000.000000,10000000.000000,10000000.000000,0.483624,10000000.000000,10000000.000000,10000000.000000,10000000.000000,10000000.000000
34,20,967,0.473669,0.264619,5,5,0,10000000.000000,10000000.000000,10000000.000000,10000000.000000,10000000.000000,10000000.000000,10000000.000000,10000000.000000,10000000.000000,10000000.000000,10000000.000000,10000000.000000,10000000.000000,10000000.000000,0.264619,10000000.000000,10000000.000000,10000000.000000,10000000.000000,10000000.000000
36,30,980,0.409978,0.246941,6,4,0,10000000.000000,10000000.000000,10000000.000000,10000000.000000,10000000.000000,10000000.000000,10000000.000000,10000000.000000,10000000.000000,10000000.000000,10000000.000000,10000000.000000,0.246941,10000000.000000,0.264619,10000000.000000,10000000.000000,10000000.000000,10000000.000000,10000000.000000
38,40,1047,0.25611,0.100745,5,5,0,10000000.000000,10000000.000000,0.100745,10000000.000000,10000000.000000,10000000.000000,10000000.000000,10000000.000000,10000000.000000,10000000.000000,10000000.000000,10000000.000000,0.246941,10000000.000000,0.264619,10000000.000000,10000000.000000,10000000.000000,10000000.000000,10000000.000000
40,50,1092,0.237694,0.0881393,6,4,0,0.088139,10000000.000000,0.100745,10000000.000000,10000000.000000,10000000.000000,10000000.000000,10000000.000000,10000000.000000,10000000.000000,10000000.000000,10000000.000000,0.246941,10000000.000000,0.264619,10000000.000000,10000000.000000,10000000.000000,10000000.000000,10000000.000000
42,60,1099,0.19697,0.0609544,5,5,0,0.088139,10000000.000000,0.100745,10000000.000000,0.060954,10000000.000000,10000000.000000,10000000.000000,10000000.000000,10000000.000000,10000000.000000,10000000.000000,0.246941,10000000.000000,0.264619,10000000.000000,10000000.000000,10000000.000000,10000000.000000,10000000.000000
44,70,1213,0.123794,0.0260102,6,5,0,0.026010,10000000.000000,0.100745,10000000.000000,0.060954,10000000.000000,10000000.000000,10000000.000000,10000000.000000,10000000.000000,10000000.000000,10000000.000000,0.246941,10000000.000000,0.264619,10000000.000000,10000000.000000,10000000.000000,10000000.000000,10000000.000000
46,80,1219,0.122886,0.0259922,6,5,0,0.025992,10000000.000000,0.100745,10000000.000000,0.060954,10000000.000000,10000000.000000,10000000.000000,10000000.000000,10000000.000000,10000000.000000,10000000.000000,0.246941,10000000.000000,0.264619,10000000.000000,10000000.000000,10000000.000000,10000000.000000,10000000.000000
48,90,1224,0.122886,0.0259922,6,5,0,0.025992,10000000.000000,0.100745,10000000.000000,0.036085,10000000.000000,10000000.000000,10000000.000000,10000000.000000,10000000.000000,10000000.000000,10000000.000000,0.246941,10000000.000000,0.264619,10000000.000000,10000000.000000,10000000.000000,10000000.000000,10000000.000000
50,100,1246,0.122886,0.0259922,6,5,0,0.025992,10000000.000000,0.100745,10000000.000000,0.036085,10000000.000000,10000000.000000,10000000.000000,10000000.000000,10000000.000000,10000000.000000,10000000.000000,0.246941,10000000.000000,0.264619,10000000.000000,10000000.000000,10000000.000000,0.026966,10000000.000000
52,110,1250,0.122886,0.0259922,6,5,0,0.025992,10000000.000000,0.100745,10000000.000000,0.036085,10000000.000000,10000000.000000,10000000.000000,10000000.000000,10000000.000000,10000000.000000,10000000.000000,0.051239,10000000.000000,0.264619,10000000.000000,10000000.000000,10000000.000000,0.026966,10000000.000000
54,120,1265,0.122886,0.0259922,6,5,0,0.025992,10000000.000000,0.100745,10000000.000000,0.036085,10000000.000000,10000000.000000,10000000.000000,10000000.000000,10000000.000000,10000000.000000,10000000.000000,0.051239,10000000.000000,0.029872,10000000.000000,10000000.000000,10000000.000000,0.026966,10000000.000000
56,130,1268,0.122886,0.0259922,6,5,0,0.025992,10000000.000000,0.100745,10000000.000000,0.036085,10000000.000000,10000000.000000,10000000.000000,10000000.000000,10000000.000000,10000000.000000,10000000.000000,0.051239,10000000.000000,0.029872,10000000.000000,10000000.000000,10000000.000000,0.026966,10000000.000000
58,140,1291,0.122886,0.0259922,6,5,0,0.025992,10000000.000000,0.100745,10000000.000000,0.036085,10000000.000000,10000000.000000,10000000.000000,10000000.000000,10000000.000000,10000000.000000,10000000.000000,0.051239,10000000.000000,0.029872,10000000.000000,10000000.000000,10000000.000000,0.026966,10000000.000000
60,150,1294,0.122886,0.0259922,6,5,0,0.025992,10000000.000000,0.029337,10000000.000000,0.036085,10000000.000000,10000000.000000,10000000.000000,10000000.000000,10000000.000000,10000000.000000,10000000.000000,0.051239,10000000.000000,0.029872,10000000.000000,10000000.000000,10000000.000000,0.026966,10000000.000000
62,160,1295,0.122886,0.0259922,6,5,0,0.025992,10000000.000000,0.029337,10000000.000000,0.036085,10000000.000000,10000000.000000,10000000.000000,10000000.000000,10000000.000000,10000000.000000,10000000.000000,0.051239,10000000.000000,0.029872,10000000.000000,10000000.000000,10000000.000000,0.026966,10000000.000000
64,170,1300,0.123366,0.0258662,6,5,0,0.025992,10000000.000000,0.029337,10000000.000000,0.036085,10000000.000000,10000000.000000,10000000.000000,10000000.000000,10000000.000000,0.025866,10000000.000000,0.051239,10000000.000000,0.029872,10000000.000000,10000000.000000,10000000.000000,0.026966,10000000.000000
66,180,1307,0.123366,0.0258662,6,5,0,0.025992,10000000.000000,0.029337,10000000.000000,0.036085,10000000.000000,0.038334,10000000.000000,10000000.000000,10000000.000000,0.025866,10000000.000000,0.051239,10000000.000000,0.029872,10000000.000000,10000000.000000,10000000.000000,0.026966,10000000.000000
68,190,1308,0.123366,0.0258662,6,5,0,0.025992,10000000.000000,0.029337,10000000.000000,0.036085,10000000.000000,0.038334,10000000.000000,10000000.000000,10000000.000000,0.025866,10000000.000000,0.051239,10000000.000000,0.029872,10000000.000000,0.041608,10000000.000000,0.026966,10000000.000000
70,200,1309,0.123366,0.0258662,6,5,0,0.025992,10000000.000000,0.029337,10000000.000000,0.036085,10000000.000000,0.038334,10000000.000000,10000000.000000,10000000.000000,0.025866,10000000.000000,0.051239,10000000.000000,0.029872,10000000.000000,0.041191,10000000.000000,0.026966,10000000.000000
