Inserted Genomes, Total BP Epochs, Time, Best Val. MAE, Best Val. MSE, Enabled Nodes, Enabled Edges, Enabled Rec. Edges,Island_0_best_fitness,Island_0_worst_fitness,Island_1_best_fitness,Island_1_worst_fitness,Island_2_best_fitness,Island_2_worst_fitness,Island_3_best_fitness,Island_3_worst_fitness,Island_4_best_fitness,Island_4_worst_fitness,Island_5_best_fitness,Island_5_worst_fitness,Island_6_best_fitness,Island_6_worst_fitness,Island_7_best_fitness,Island_7_worst_fitness,Island_8_best_fitness,Island_8_worst_fitness,Island_9_best_fitness,Island_9_worst_fitness
7,10,448,0.165486,0.0421939,6,5,0,0.042194,0.042194,10000000.000000,10000000.000000,10000000.000000,10000000.000000,10000000.000000,10000000.000000,10000000.000000,10000000.000000,10000000.000000,10000000.000000,10000000.000000,10000000.000000,10000000.000000,10000000.000000,10000000.000000,10000000.000000,10000000.000000,10000000.000000
9,20,465,0.147983,0.0342209,6,5,0,0.042194,0.042194,10000000.000000,10000000.000000,10000000.000000,10000000.000000,10000000.000000,10000000.000000,10000000.000000,10000000.000000,0.034221,0.034221,10000000.000000,10000000.000000,10000000.000000,10000000.000000,10000000.000000,10000000.000000,10000000.000000,10000000.000000
11,30,466,0.147983,0.0342209,6,5,0,0.042194,0.042194,10000000.000000,10000000.000000,10000000.000000,10000000.000000,10000000.000000,10000000.000000,0.035183,0.035183,0.034221,0.034221,10000000.000000,10000000.000000,10000000.000000,10000000.000000,10000000.000000,10000000.000000,10000000.000000,10000000.000000
13,40,473,0.119706,0.0227401,6,5,0,0.042194,0.042194,10000000.000000,10000000.000000,10000000.000000,10000000.000000,0.022740,0.022740,0.035183,0.035183,0.034221,0.034221,10000000.000000,10000000.000000,10000000.000000,10000000.000000,10000000.000000,10000000.000000,10000000.000000,10000000.000000
15,50,473,0.119706,0.0227401,6,5,0,0.042194,0.042194,10000000.000000,10000000.000000,0.034660,0.034660,0.022740,0.022740,0.035183,0.035183,0.034221,0.034221,10000000.000000,10000000.000000,10000000.000000,10000000.000000,10000000.000000,10000000.000000,10000000.000000,10000000.000000
17,60,513,0.119706,0.0227401,6,5,0,0.042194,10000000.000000,0.027530,0.027530,0.034660,0.034660,0.022740,0.022740,0.035183,0.035183,0.034221,0.034221,10000000.000000,10000000.000000,10000000.000000,10000000.000000,10000000.000000,10000000.000000,10000000.000000,10000000.000000
19,70,1062,0.119706,0.0227401,6,5,0,0.042194,10000000.000000,0.027530,10000000.000000,0.034660,0.034660,0.022740,0.022740,0.035183,0.035183,0.034221,0.034221,0.032780,0.032780,10000000.000000,10000000.000000,10000000.000000,10000000.000000,10000000.000000,10000000.000000
21,80,1074,0.119706,0.0227401,6,5,0,0.042194,10000000.000000,0.027530,10000000.000000,0.034660,0.034660,0.022740,0.022740,0.035183,0.035183,0.034221,0.034221,0.032780,0.032780,10000000.000000,10000000.000000,0.037568,0.037568,10000000.000000,10000000.000000
23,90,1079,0.119706,0.0227401,6,5,0,0.042194,10000000.000000,0.027530,10000000.000000,0.034660,0.034660,0.022740,10000000.000000,0.035183,0.035183,0.034221,0.034221,0.032780,0.032780,0.025369,0.025369,0.037568,0.037568,10000000.000000,10000000.000000
25,100,1108,0.119467,0.0227196,6,5,0,0.042194,10000000.000000,0.027530,10000000.000000,0.034660,0.034660,0.022740,10000000.000000,0.035183,0.035183,0.034221,0.034221,0.032780,0.032780,0.025369,0.025369,0.037568,0.037568,0.022720,0.022720
27,110,1158,0.119467,0.0227196,6,5,0,0.042194,10000000.000000,0.025036,0.027530,0.034660,0.034660,0.022740,10000000.000000,0.035183,0.035183,0.034221,0.034221,0.032780,0.032780,0.025369,0.025369,0.037568,0.037568,0.022720,0.022720
29,120,1420,0.119467,0.0227196,6,5,0,0.035178,0.042194,0.025036,0.027530,0.034660,0.034660,0.022740,10000000.000000,0.035183,0.035183,0.034221,0.034221,0.032780,0.032780,0.025369,0.025369,0.037568,0.037568,0.022720,0.022720
31,130,1708,0.119467,0.0227196,6,5,0,0.035178,0.042194,0.025036,0.027530,0.034660,0.034660,0.022740,10000000.000000,0.033398,0.033398,0.034221,0.034221,0.032780,0.032780,0.025369,0.025369,0.037568,0.037568,0.022720,0.022720
33,140,1717,0.119467,0.0227196,6,5,0,0.035178,0.042194,0.025036,0.027530,0.034660,0.034660,0.022740,10000000.000000,0.033398,0.033398,0.024165,0.024165,0.032780,0.032780,0.025369,0.025369,0.037568,0.037568,0.022720,0.022720
35,150,1739,0.119467,0.0227196,6,5,0,0.035178,0.042194,0.025036,0.027530,0.025805,0.025805,0.022740,10000000.000000,0.033398,0.033398,0.024165,0.024165,0.032780,0.032780,0.025369,0.025369,0.037568,0.037568,0.022720,0.022720
37,160,1782,0.119467,0.0227196,6,5,0,0.035178,10000000.000000,0.025036,0.027530,0.025805,0.025805,0.022740,10000000.000000,0.033398,0.033398,0.024165,0.024165,0.025091,0.025091,0.025369,0.025369,0.037568,0.037568,0.022720,0.022720
39,170,1807,0.11943,0.0225373,7,6,0,0.035178,10000000.000000,0.025036,0.027530,0.025805,0.025805,0.022537,0.022740,0.033398,0.033398,0.024165,0.024165,0.025091,0.025091,0.025369,0.025369,0.037568,0.037568,0.022720,0.022720
