stock,model,har_beta_0,har_beta_1,har_beta_2,har_beta_3,calib_a,calib_b,converged,persistence,median_sigma,error,har_pooled_beta_0,har_pooled_beta_1,har_pooled_beta_2,har_pooled_beta_3
SH600362,har_x,,,,,,,,,,,,,,
SH600362,ewma,,,,,-0.7827334470324508,0.8565671540278067,True,,,,,,,
SH600362,garch,,,,,-0.2835992224272538,1.0054090774451714,True,0.9938115982485762,0.02563408527388717,,,,,
SH600362,egarch,,,,,-0.31058108363183556,0.9985554899082391,True,0.9908084866472462,0.025812675134970715,,,,,
SH600369,naive,,,,,,,,,,,,,,
SH600369,har,0.2084474469187687,0.11066639271489626,0.2664222867422037,-1.6035925723710895,,,,,,,,,,
SH600369,har_x,,,,,,,,,,,,,,
SH600369,ewma,,,,,-1.3452759098580513,0.6911730534637528,True,,,,,,,
SH600369,garch,,,,,-0.4477363669174884,0.9521705845758716,True,0.9788486504088691,0.024510729128989942,,,,,
SH600369,egarch,,,,,-0.221791328471622,1.0182282312352613,True,0.9695875368206068,0.024872677423626973,,,,,
SH600372,naive,,,,,,,,,,,,,,
SH600372,har,0.07764538285499568,0.3144205299568978,0.39011208947070397,-0.8140096597585267,,,,,,,,,,
SH600372,har_x,,,,,,,,,,,,,,
SH600372,ewma,,,,,-1.3158162160231306,0.6788976239386957,True,,,,,,,
SH600372,garch,,,,,-0.3576451120786774,0.9628998188385084,True,0.9612863727563186,0.02559013662313311,,,,,
SH600372,egarch,,,,,-0.42797788814832294,0.9454429000855844,True,0.9601239222243304,0.02583577305958169,,,,,
SH600376,naive,,,,,,,,,,,,,,
SH600376,har,0.07833360271616327,0.46151139266742497,0.28072883415469446,-0.6657732569621816,,,,,,,,,,
SH600376,har_x,,,,,,,,,,,,,,
SH600376,ewma,,,,,-0.7731717099932126,0.8296120568867126,True,,,,,,,
SH600376,garch,,,,,0.17496894041390712,1.1081235906544633,True,0.9877301287723026,0.02781803843393008,,,,,
SH600376,egarch,,,,,0.2131827470830341,1.1194877245800643,True,0.9853543708635416,0.0279237544494809,,,,,
SH600383,naive,,,,,,,,,,,,,,
SH600383,har,0.0965282138800176,0.4275718901801943,0.3252285322029575,-0.5618504506844336,,,,,,,,,,
SH600383,har_x,,,,,,,,,,,,,,
SH600383,ewma,,,,,-0.748940202510213,0.8358566529722185,True,,,,,,,
SH600383,garch,,,,,-0.03839091558662743,1.0492129228348395,True,0.9863418452492909,0.026533035976570772,,,,,
SH600383,egarch,,,,,-0.010803883793665602,1.0585500306828493,True,0.979142325648446,0.026777749290092176,,,,,
SH600406,naive,,,,,,,,,,,,,,
SH600406,har,0.10928624978681203,0.31570453507317925,0.39970527438193276,-0.6787200870732835,,,,,,,,,,
SH600406,har_x,,,,,,,,,,,,,,
SH600406,ewma,,,,,-1.0719060714299833,0.7521887461388722,True,,,,,,,
SH600406,garch,,,,,0.22711265818723492,1.11776671715436,True,0.9720873253589357,0.023640092953251785,,,,,
SH600406,egarch,,,,,0.04665936892163052,1.0698797157357531,True,0.9797591048668909,0.023759595769373035,,,,,
SH600415,naive,,,,,,,,,,,,,,
SH600415,har,0.10513196245614626,0.19478067898340443,0.5100300716805999,-0.7513875840731333,,,,,,,,,,
SH600415,har_x,,,,,,,,,,,,,,
SH600415,ewma,,,,,-1.210356764053918,0.7312224492371615,True,,,,,,,
SH600415,garch,,,,,-0.41952133210022546,0.9570020674079224,True,0.9827482032621834,0.022504560065821355,,,,,
SH600415,egarch,,,,,-0.40965539051288247,0.9625704652468405,True,0.9838219258901518,0.022995626454015365,,,,,
SH600489,naive,,,,,,,,,,,,,,
SH600489,har,0.12145027215265536,0.3713721995459589,0.3377395595282582,-0.6800581621942055,,,,,,,,,,
SH600489,har_x,,,,,,,,,,,,,,
