Inserted Genomes, Total BP Epochs, Time, Best Val. MAE, Best Val. MSE, Enabled Nodes, Enabled Edges, Enabled Rec. Edges,Island_0_best_fitness,Island_0_worst_fitness,Island_1_best_fitness,Island_1_worst_fitness,Island_2_best_fitness,Island_2_worst_fitness,Island_3_best_fitness,Island_3_worst_fitness,Island_4_best_fitness,Island_4_worst_fitness,Island_5_best_fitness,Island_5_worst_fitness,Island_6_best_fitness,Island_6_worst_fitness,Island_7_best_fitness,Island_7_worst_fitness,Island_8_best_fitness,Island_8_worst_fitness,Island_9_best_fitness,Island_9_worst_fitness
7,10,671,0.132154,0.0277545,6,5,0,10000000.000000,10000000.000000,10000000.000000,10000000.000000,0.027754,0.027754,10000000.000000,10000000.000000,10000000.000000,10000000.000000,10000000.000000,10000000.000000,10000000.000000,10000000.000000,10000000.000000,10000000.000000,10000000.000000,10000000.000000,10000000.000000,10000000.000000
9,20,685,0.124099,0.0241919,6,5,0,10000000.000000,10000000.000000,0.024192,0.024192,0.027754,0.027754,10000000.000000,10000000.000000,10000000.000000,10000000.000000,10000000.000000,10000000.000000,10000000.000000,10000000.000000,10000000.000000,10000000.000000,10000000.000000,10000000.000000,10000000.000000,10000000.000000
11,30,685,0.124099,0.0241919,6,5,0,10000000.000000,10000000.000000,0.024192,0.024192,0.027754,0.027754,10000000.000000,10000000.000000,10000000.000000,10000000.000000,0.030453,0.030453,10000000.000000,10000000.000000,10000000.000000,10000000.000000,10000000.000000,10000000.000000,10000000.000000,10000000.000000
13,40,689,0.124099,0.0241919,6,5,0,10000000.000000,10000000.000000,0.024192,0.024192,0.027754,0.027754,10000000.000000,10000000.000000,0.026521,0.026521,0.030453,0.030453,10000000.000000,10000000.000000,10000000.000000,10000000.000000,10000000.000000,10000000.000000,10000000.000000,10000000.000000
15,50,695,0.124099,0.0241919,6,5,0,0.092705,0.092705,0.024192,0.024192,0.027754,0.027754,10000000.000000,10000000.000000,0.026521,0.026521,0.030453,0.030453,10000000.000000,10000000.000000,10000000.000000,10000000.000000,10000000.000000,10000000.000000,10000000.000000,10000000.000000
17,60,705,0.124099,0.0241919,6,5,0,0.092705,10000000.000000,0.024192,0.024192,0.027754,0.027754,0.044697,0.044697,0.026521,0.026521,0.030453,0.030453,10000000.000000,10000000.000000,10000000.000000,10000000.000000,10000000.000000,10000000.000000,10000000.000000,10000000.000000
19,70,1433,0.124099,0.0241919,6,5,0,0.092705,10000000.000000,0.024192,0.098246,0.027754,0.027754,0.044697,0.044697,0.026521,0.026521,0.030453,0.030453,10000000.000000,10000000.000000,10000000.000000,10000000.000000,10000000.000000,10000000.000000,10000000.000000,10000000.000000
21,80,1601,0.124099,0.0241919,6,5,0,0.092705,10000000.000000,0.024192,0.098246,0.027754,10000000.000000,0.044697,0.044697,0.026521,0.026521,0.030453,0.030453,10000000.000000,10000000.000000,0.028069,0.028069,10000000.000000,10000000.000000,10000000.000000,10000000.000000
23,90,1601,0.124099,0.0241919,6,5,0,0.092705,10000000.000000,0.024192,0.098246,0.027754,10000000.000000,0.044697,10000000.000000,0.026521,0.026521,0.030453,0.030453,10000000.000000,10000000.000000,0.028069,0.028069,10000000.000000,10000000.000000,0.032205,0.032205
25,100,1630,0.124099,0.0241919,6,5,0,0.092705,10000000.000000,0.024192,0.098246,0.027754,10000000.000000,0.044697,10000000.000000,0.026521,10000000.000000,0.030453,0.030453,0.025451,0.025451,0.028069,0.028069,10000000.000000,10000000.000000,0.032205,0.032205
