stock,model,n,mse,mae,r2,qlike,r2_offset22
SH600000,naive,242,0.0858634602383451,0.23364237963596463,-0.024769427245772135,-8.040199261943942,0.01388028959919152
SH600009,naive,242,0.06899737441007574,0.2152285917751115,0.14615272044686678,-7.255641967566668,0.20459461432612225
SH600010,naive,242,0.11582430728514997,0.26680090120474725,0.2470058819624099,-7.353031545431784,0.28051074490194516
SH600011,naive,242,0.09950200235197505,0.24011272044831783,0.22505199867179493,-7.642317846346006,0.049701662029499216
SH600015,naive,242,0.07791798432968569,0.22087543594333636,0.40628948197039594,-8.815802987273079,0.43803289811522383
SH600016,naive,242,0.07223248675396537,0.20575059606617002,0.30866402015733263,-8.839259036298616,0.34798178931394474
SH600018,naive,239,0.12486317327262786,0.27594866112042554,0.4840165190711214,-7.081291510747795,0.5367955228472318
SH600019,naive,242,0.06916559240723406,0.2110312773399221,0.11836670975913743,-8.082869137020456,0.1480710249560987
SH600023,naive,242,0.08280001245253983,0.22288116968409905,0.129503280534762,-8.679156437063924,0.14932887478936874
SH600028,naive,242,0.05979227246789376,0.19434035086139748,0.40600364596228544,-8.783439834108675,0.37619824550949776
SH600029,naive,242,0.12022106684913231,0.276555347219439,0.06228826986427416,-7.336821111850023,0.083379079430561
SH600030,naive,235,0.10165132611498148,0.2473985043507528,0.3393170093311426,-7.228791872747758,0.36432203278789854
SH600031,naive,242,0.05294364239414022,0.17762414901217552,0.27097596400835355,-7.091034767428389,0.29235675825296403
SH600036,naive,242,0.06051796571328176,0.1939628218343132,0.010099823258308716,-7.682799085499465,0.05581615839232057
SH600038,naive,242,0.058619240266393875,0.19041147635555783,0.03245628695790348,-7.277792374020246,0.07517854132635038
SH600048,naive,242,0.0661718787811255,0.2006487200399211,-0.07899562847080355,-7.15402787017705,-0.06528739306130515
SH600050,naive,242,0.09363046986095466,0.23993432953331492,0.37251783326840004,-7.439901692238626,0.3609806234297215
SH600061,naive,240,0.12031235651896904,0.274633657637408,0.4221791425339585,-6.755818781225116,0.45172707181853544
SH600066,naive,242,0.08826361527766174,0.23151358129781552,0.41903122567648354,-6.984646179423908,0.43155778188894245
SH600068,naive,242,0.09165307902873217,0.23681976703550878,0.3406440988046324,-7.844418367891233,0.37907526180278595
SH600085,naive,242,0.13798865177935116,0.27250545826745914,-0.10109729563635139,-7.711187376259379,-0.0189251164797668
SH600089,naive,242,0.08205010497573131,0.2207363955284203,0.4434573753941856,-8.233210889782102,0.47214773278390354
SH600100,naive,242,0.1368743048066249,0.2775197325404804,0.2811173768725368,-6.931511316462687,0.3450597871064699
SH600104,naive,242,0.08666503742260351,0.23518684100759893,0.2365495255849167,-7.515047807153193,0.29013809531512125
SH600109,naive,242,0.10575981019524093,0.2580845557319829,0.4246223366716001,-7.119420888164539,0.46220025607910575
SH600111,naive,239,0.11097435884536663,0.25160162841626765,0.33881294721208854,-6.905231310293654,0.34273280282659646
SH600115,naive,241,0.11479375571310564,0.2672694337932146,0.33101832756030347,-7.293164407813232,0.33647920480254045
SH600118,naive,242,0.08337577642753849,0.2256347549962269,0.497865215292036,-7.258509674725158,0.5307036119034129
SH600153,naive,242,0.07553129376547404,0.21596354965058961,0.10169253791151533,-7.521129762401244,0.13103213014827986
SH600157,naive,95,0.1491231257097294,0.3139437812383216,-0.3303140669527713,-5.505048282503752,-0.3833551925857517
SH600170,naive,242,0.07491300272710431,0.210198361594383,0.5237010798350594,-8.076294393511361,0.5538707878928906
SH600177,naive,242,0.12797549913528095,0.28022087251673505,0.2563844403801758,-8.123076367225138,0.2851200890513331
SH600188,naive,242,0.08428156714188752,0.23255638108478288,-0.031949535740730894,-7.463005436619367,0.009294577921798997
SH600196,naive,242,0.08163923385888791,0.22867118093311414,-0.11019450397753183,-7.1340358294764465,-0.11608526930051055
SH600208,naive,241,0.6198263534646538,0.36777276972746786,-0.5402689204769109,229.18919604417164,-0.6039556655783014
SH600219,naive,242,0.09417429096965958,0.24529022642392082,0.285699729796264,-7.869558250872612,0.3283080913578088
SH600221,naive,242,0.11225028252012806,0.2737244533707547,0.2447212453382599,-7.847843929752269,0.2600015576734477
SH600271,naive,242,0.06770475643681602,0.21011561811457577,0.4086546260020849,-7.267033562710549,0.45650462745791276
SH600276,naive,242,0.08325501235329953,0.2353870571428399,-0.22453958690113862,-7.148209196035048,-0.32568061025146244
SH600309,naive,242,0.06672091854584451,0.19855869285855152,0.0989008480946465,-7.089389108805966,0.10226726941321684
SH600332,naive,242,0.06543550606206995,0.20855267209322464,0.38735284816920024,-7.39346278835048,0.42467442778036335
SH600340,naive,242,0.05571050929407443,0.18704549264926776,0.4303307983804534,-7.255708533886541,0.4826665690376163
SH600352,naive,238,0.09224876347956568,0.23928668096081232,0.5099582965231819,-6.995840521204182,0.5367497834163345
SH600362,naive,242,0.1262458823525671,0.28102035562548566,0.272349976176819,-7.562153153580195,0.28799455247289807
SH600369,naive,242,0.15053991884915213,0.3000395553078834,0.34311355704282287,-6.897147083975809,0.4060165226669993
SH600372,naive,242,0.09015048323013715,0.24282160433314548,0.06012161337121458,-7.185454217192221,0.09622956496750368
SH600383,naive,242,0.06435484171138797,0.19917835810350631,0.12970875156454853,-7.000499325077072,0.21854488411101947
SH600398,naive,242,0.08942151622060253,0.22253841363797733,0.23246976948910103,-7.579586137901818,0.22820280595945286
SH600406,naive,240,0.08949258901829908,0.22607202981968294,-0.07337742345377474,-6.985872809387481,-0.06525823940453201
SH600415,naive,225,0.10052839369598252,0.2542299059932082,0.23572566048412846,-7.529596166454762,0.3053724629314193
SH600436,naive,242,0.10408031540500438,0.2579992003860171,-0.09108693216296282,-7.320265079718654,0.015517543757304408
SH600489,naive,241,0.118650872623726,0.2813225284376078,-0.046620385508501005,-7.378326038179239,0.013191292173838853
SH600498,naive,242,0.1195834326382885,0.2631256715632296,0.16546502260242857,-7.208078518414,0.17293148327296626
SH600516,naive,241,0.12272034556477375,0.2635164979440959,-0.36778046883433135,-6.662291306094785,-0.24937854056088948
SH600518,naive,79,0.1325257638706463,0.29935283662065676,-0.2118585589482147,-5.531113866265878,-0.4033287700073931
SH600519,naive,242,0.057830100975685465,0.19571411128293761,0.2838518563408765,-7.542481041449328,0.3009614606838059
SH600535,naive,242,0.08479786969097913,0.23296876158140944,0.23336070386687746,-7.279443735382356,0.28483389547966653
SH600547,naive,242,0.08530992431709923,0.23418581089483395,-0.07432732593785141,-7.1320686268584215,-0.046108437310088624
SH600549,naive,101,0.12593239234779932,0.2737030229411421,0.19816958784024752,-6.594843957349914,-0.227606674042363
SH600570,naive,241,0.08915987674599074,0.24131111859898532,0.24432382113234685,-6.716470850864435,0.2881287031080476
SH600583,naive,242,0.061218789920215594,0.1922870963007922,0.1435923015277889,-7.33219197729123,0.15227730734013578
SH600585,naive,242,0.06299746303765891,0.19607365148750622,-0.1386798280887227,-7.461490755148538,-0.11535568926926865
SH600588,naive,242,0.07920694477003677,0.22445687058383365,0.17429078737329406,-6.471476704358783,0.212108322389436
SH600606,naive,242,0.06533966572926085,0.20439371259457892,0.47736872118686835,-7.7757187715334934,0.5332972194706773
SH600637,naive,242,0.06553583383765386,0.21231867210266606,0.5556425063236078,-7.692842089267625,0.576347278069119
SH600660,naive,242,0.09176941751436651,0.2363610411939863,-0.21147999795666728,-7.743538216998296,-0.13593154523388495
SH600663,naive,136,0.10117983700952982,0.26039854142579744,-0.07867668167567943,-7.956839797504716,-0.31011386904443894
SH600674,naive,242,0.09331612659589876,0.24907357499448243,-0.8489152651814433,-8.03754646314242,-0.7507411602518901
SH600688,naive,225,0.07748092287123269,0.22525286292702706,0.05104931533769763,-8.197468596982072,0.0033433384649634856
SH600690,naive,242,0.060420486258177065,0.19150891387622818,0.15279103479052358,-7.344140000860378,0.1767750252357232
SH600703,naive,240,0.07876358772989075,0.22008841350034544,-0.25052009389962504,-6.022191925336532,-0.13588187359706083
SH600704,naive,225,0.10712024367721028,0.25218023670240053,-0.09750390484799887,-7.295339305568359,0.021812482866136795
SH600705,naive,242,0.10454204315807994,0.2513156735102842,0.3564247254743801,-7.219577058340837,0.4005186792101233
SH600739,naive,101,0.10913504182933022,0.26263255560491294,0.2768676042547966,-6.819854942139378,0.16472811148863453
SH600741,naive,242,0.06059791476680115,0.19177642764661385,0.09722394556086911,-6.805664973060353,0.08995706688858385
SH600795,naive,242,0.08634848472660946,0.22945489572492045,0.26767733725048704,-8.426154987254426,0.2999837769755437
SH600809,naive,242,0.07942771262616649,0.2174058397359798,-0.0376283205068908,-6.590399238630328,0.03543562172818315
SH600816,naive,236,0.12632189571147864,0.28593290982234565,-0.03923508893346406,-6.193707389089684,0.010215387087336936
SH600837,naive,242,0.11067728239021148,0.2639440536451479,0.3490909081115301,-6.939354528364607,0.42678047023277976
SH600867,naive,242,0.12284453462645278,0.28133568208864984,-0.4602423987673725,-6.471463667131618,-0.41713606350236043
SH600886,naive,242,0.06646022533671796,0.20492260513002683,-0.8224764757132499,-7.550519972603942,-0.8156985780267072
SH600887,naive,242,0.06075394275667682,0.20016051787508235,-0.016052216910607653,-7.47902642407459,0.026481778020552404
SH600893,naive,232,0.08568723675078974,0.23280397423966223,0.03506302523062366,-7.6161980199252834,0.12738609950271607
SH600900,naive,242,0.0743869056425755,0.21939962740534175,-0.3494308068950469,-8.245789153772247,-0.29013193236356116
SH600958,naive,241,0.09269547884879221,0.2389816434009279,0.4340712153458951,-7.107335509717906,0.5028087938144495
SH600999,naive,242,0.09183962340383738,0.24057598082536924,0.3003735349421188,-7.28124953252568,0.3758649148547901
SH601006,naive,242,0.06037718347733247,0.1857898958755426,-0.05791733206540384,-8.628320424054888,-0.2171896189966933
SH601009,naive,242,0.10646277642162372,0.2510424915568284,0.2009552677890002,-7.82064129740724,0.19786270388420846
SH601018,naive,240,0.10431008019844322,0.2524364403777403,0.5802073909579734,-7.222198508522769,0.6313805968343924
SH601021,naive,242,0.05413523025261246,0.18394319416486074,0.25922247291027556,-7.367855026339667,0.27662264297666705
SH601088,naive,242,0.06178377709083794,0.19951471110817415,-0.0687824746326251,-8.023840569651972,-0.04871176148899514
SH601111,naive,242,0.09833362733632955,0.2500553662935607,0.09543164505960777,-7.100634006064153,0.12339565035587863
SH601117,naive,242,0.06346321279094846,0.20100214558071663,0.36211970915492087,-7.7981673111597605,0.3334933288300782
SH601166,naive,242,0.07316055000820364,0.21570371657082799,0.18497920958483038,-7.9253414505543756,0.15117902487265533
SH601169,naive,242,0.08722850366816533,0.23479656877867147,0.1868628841320823,-8.636118500126129,0.22696582793683373
SH601186,naive,242,0.1026900247808011,0.2609845791672586,-0.016746813163890595,-7.6671121963120115,0.0786807887581551
SH601198,naive,242,0.1235730291297185,0.2641434886929046,0.3493084494047426,-6.947192560939661,0.3629012953860766
SH601211,naive,242,0.07704773303212746,0.22244793930232684,0.36802313328876857,-7.443254794437585,0.39437731967690537
SH601216,naive,241,0.09607170320110978,0.24950405115258825,0.4907667447234427,-7.169262529780261,0.49649813376428986
