stock,model,har_beta_0,har_beta_1,har_beta_2,har_beta_3,calib_a,calib_b,converged,persistence,median_sigma,har_pooled_beta_0,har_pooled_beta_1,har_pooled_beta_2,har_pooled_beta_3
SH600000,naive,,,,,,,,,,,,,
SH600000,har,0.10688986080192188,0.43117739104951736,0.378802157692663,-0.35886852977340883,,,,,,,,,
SH600000,har_x,,,,,,,,,,,,,
SH600000,ewma,,,,,-0.8530764381119396,0.8482995902895166,True,,,,,,
SH600000,garch,,,,,-0.5280342321424444,0.9423508181997325,True,1.0,0.01683071729868127,,,,
SH600000,egarch,,,,,-0.40507893234419523,0.975140900122673,True,0.9881429044423745,0.01712409690564251,,,,
SH600009,naive,,,,,,,,,,,,,
SH600009,har,0.08048219758835085,0.3660830560876822,0.45632670053385876,-0.40668871136752394,,,,,,,,,
SH600009,har_x,,,,,,,,,,,,,
SH600009,ewma,,,,,-1.0227649974295372,0.7838490279757008,True,,,,,,
SH600009,garch,,,,,-0.7673488292494429,0.8579329650437674,True,0.9995951619274288,0.019654997552672596,,,,
SH600009,egarch,,,,,-0.6415681348046911,0.8911492874028676,True,0.992283257141512,0.019601772889899605,,,,
SH600010,naive,,,,,,,,,,,,,
SH600010,har,0.09732646873140936,0.37403254175005,0.32281100650743083,-0.8128783625722574,,,,,,,,,
SH600010,har_x,,,,,,,,,,,,,
SH600010,ewma,,,,,-0.9741368160592933,0.8028175837641114,True,,,,,,
SH600010,garch,,,,,-0.2992982154844656,1.0037704452883147,True,0.9880091928092403,0.024405975892674892,,,,
SH600010,egarch,,,,,-0.14924980101159843,1.0477702866216723,True,0.9668237320782314,0.02460711599583902,,,,
SH600011,naive,,,,,,,,,,,,,
SH600011,har,0.13666354103922235,0.41407962000002463,0.3325690692260513,-0.48326581954578046,,,,,,,,,
SH600011,har_x,,,,,,,,,,,,,
SH600011,ewma,,,,,-0.791199864504941,0.8538844919098963,True,,,,,,
SH600011,garch,,,,,-0.2286188470655541,1.0168153040557035,True,0.9940009107210852,0.01979116608163083,,,,
SH600011,egarch,,,,,-0.01780415810997417,1.0720242313169748,True,0.978232860123464,0.02037679921238749,,,,
SH600015,naive,,,,,,,,,,,,,
SH600015,har,0.0967854067319104,0.3638717081428191,0.4459438857557126,-0.3978043018725693,,,,,,,,,
SH600015,har_x,,,,,,,,,,,,,
SH600015,ewma,,,,,-0.6341854884611148,0.9013314802426055,True,,,,,,
