Inserted Genomes, Total BP Epochs, Time, Best Val. MAE, Best Val. MSE, Enabled Nodes, Enabled Edges, Enabled Rec. Edges,Island_0_best_fitness,Island_0_worst_fitness,Island_1_best_fitness,Island_1_worst_fitness,Island_2_best_fitness,Island_2_worst_fitness,Island_3_best_fitness,Island_3_worst_fitness,Island_4_best_fitness,Island_4_worst_fitness,Island_5_best_fitness,Island_5_worst_fitness,Island_6_best_fitness,Island_6_worst_fitness,Island_7_best_fitness,Island_7_worst_fitness,Island_8_best_fitness,Island_8_worst_fitness,Island_9_best_fitness,Island_9_worst_fitness
7,10,349,0.188144,0.0540806,6,5,0,10000000.000000,10000000.000000,10000000.000000,10000000.000000,10000000.000000,10000000.000000,10000000.000000,10000000.000000,0.054081,0.054081,10000000.000000,10000000.000000,10000000.000000,10000000.000000,10000000.000000,10000000.000000,10000000.000000,10000000.000000,10000000.000000,10000000.000000
9,20,363,0.125472,0.0248827,6,5,0,10000000.000000,10000000.000000,0.024883,0.024883,10000000.000000,10000000.000000,10000000.000000,10000000.000000,0.054081,0.054081,10000000.000000,10000000.000000,10000000.000000,10000000.000000,10000000.000000,10000000.000000,10000000.000000,10000000.000000,10000000.000000,10000000.000000
11,30,383,0.125472,0.0248827,6,5,0,10000000.000000,10000000.000000,0.024883,0.024883,10000000.000000,10000000.000000,0.025898,0.025898,0.054081,0.054081,10000000.000000,10000000.000000,10000000.000000,10000000.000000,10000000.000000,10000000.000000,10000000.000000,10000000.000000,10000000.000000,10000000.000000
13,40,399,0.125472,0.0248827,6,5,0,10000000.000000,10000000.000000,0.024883,0.024883,10000000.000000,10000000.000000,0.025898,0.025898,0.054081,0.054081,0.027532,0.027532,10000000.000000,10000000.000000,10000000.000000,10000000.000000,10000000.000000,10000000.000000,10000000.000000,10000000.000000
15,50,418,0.125472,0.0248827,6,5,0,0.057706,0.057706,0.024883,0.024883,10000000.000000,10000000.000000,0.025898,0.025898,0.054081,0.054081,0.027532,0.027532,10000000.000000,10000000.000000,10000000.000000,10000000.000000,10000000.000000,10000000.000000,10000000.000000,10000000.000000
17,60,427,0.125472,0.0248827,6,5,0,0.057706,10000000.000000,0.024883,0.024883,0.049385,0.049385,0.025898,0.025898,0.054081,0.054081,0.027532,0.027532,10000000.000000,10000000.000000,10000000.000000,10000000.000000,10000000.000000,10000000.000000,10000000.000000,10000000.000000
19,70,728,0.125472,0.0248827,6,5,0,0.057706,10000000.000000,0.024883,10000000.000000,0.049385,0.049385,0.025898,0.025898,0.054081,0.054081,0.027532,0.027532,10000000.000000,10000000.000000,0.026750,0.026750,10000000.000000,10000000.000000,10000000.000000,10000000.000000
21,80,731,0.125472,0.0248827,6,5,0,0.057706,10000000.000000,0.024883,10000000.000000,0.049385,10000000.000000,0.025898,0.025898,0.054081,0.054081,0.027532,0.027532,0.025833,0.025833,0.026750,0.026750,10000000.000000,10000000.000000,10000000.000000,10000000.000000
23,90,781,0.125472,0.0248827,6,5,0,0.057706,10000000.000000,0.024883,10000000.000000,0.049385,10000000.000000,0.025898,10000000.000000,0.054081,0.054081,0.027532,0.027532,0.025833,0.025833,0.026750,0.026750,0.030153,0.030153,10000000.000000,10000000.000000
25,100,816,0.120571,0.0230255,6,5,0,0.057706,10000000.000000,0.024883,10000000.000000,0.049385,10000000.000000,0.025898,10000000.000000,0.054081,10000000.000000,0.027532,0.027532,0.025833,0.025833,0.026750,0.026750,0.030153,0.030153,0.023026,0.023026
27,110,862,0.120571,0.0230255,6,5,0,0.027746,0.057706,0.024883,10000000.000000,0.049385,10000000.000000,0.025898,10000000.000000,0.054081,10000000.000000,0.027532,10000000.000000,0.025833,0.025833,0.026750,0.026750,0.030153,0.030153,0.023026,0.023026
29,120,911,0.120571,0.0230255,6,5,0,0.027746,0.057706,0.024883,0.024944,0.049385,10000000.000000,0.025898,10000000.000000,0.054081,10000000.000000,0.027532,10000000.000000,0.025833,10000000.000000,0.026750,0.026750,0.030153,0.030153,0.023026,0.023026
31,130,1027,0.120571,0.0230255,6,5,0,0.027746,0.057706,0.024883,0.024944,0.047924,0.049385,0.025898,10000000.000000,0.054081,10000000.000000,0.027532,10000000.000000,0.025833,10000000.000000,0.026750,0.026750,0.030153,0.030153,0.023026,0.023026
33,140,1028,0.120119,0.0228803,6,4,0,0.027746,0.057706,0.024883,0.024944,0.047924,0.049385,0.022880,0.025898,0.054081,10000000.000000,0.027532,10000000.000000,0.025833,10000000.000000,0.026750,0.026750,0.030153,10000000.000000,0.023026,0.023026
35,150,1063,0.120119,0.0228803,6,4,0,0.027746,0.057706,0.024883,0.024944,0.047924,0.049385,0.022880,0.025898,0.041309,0.054081,0.027532,10000000.000000,0.025833,10000000.000000,0.026750,0.026750,0.030153,10000000.000000,0.023026,10000000.000000
37,160,1169,0.120119,0.0228803,6,4,0,0.027746,10000000.000000,0.024883,0.024944,0.047924,0.049385,0.022880,0.025898,0.041309,0.054081,0.027532,0.058904,0.025833,10000000.000000,0.026750,0.026750,0.030153,10000000.000000,0.023026,10000000.000000
39,170,1260,0.120119,0.0228803,6,4,0,0.027746,10000000.000000,0.024883,0.024944,0.047924,0.049385,0.022880,0.025898,0.041309,0.054081,0.027532,0.058904,0.023966,0.025833,0.026750,0.026750,0.030153,10000000.000000,0.023026,10000000.000000
41,180,1275,0.120119,0.0228803,6,4,0,0.027746,10000000.000000,0.024883,0.024944,0.047924,10000000.000000,0.022880,0.025898,0.041309,0.054081,0.027532,0.058904,0.023966,0.025833,0.023784,0.023784,0.030153,10000000.000000,0.023026,10000000.000000
43,190,1333,0.120119,0.0228803,6,4,0,0.027746,10000000.000000,0.024883,0.024944,0.047924,10000000.000000,0.022880,10000000.000000,0.041309,0.054081,0.027532,0.058904,0.023966,0.025833,0.023784,0.023784,0.028143,0.030153,0.023026,10000000.000000
45,200,1440,0.120119,0.0228803,6,4,0,0.027746,10000000.000000,0.024883,0.024944,0.047924,10000000.000000,0.022880,10000000.000000,0.041309,10000000.000000,0.027532,0.058904,0.023966,0.025833,0.023784,0.023784,0.028143,0.030153,0.023026,0.023429
47,210,1541,0.120119,0.0228803,6,4,0,0.027746,10000000.000000,0.024883,0.024944,0.047924,10000000.000000,0.022880,0.028236,0.041309,10000000.000000,0.027532,10000000.000000,0.023966,0.025833,0.023784,0.023784,0.028143,0.030153,0.023026,0.023429
49,220,1555,0.120119,0.0228803,6,4,0,0.027746,10000000.000000,0.024883,0.024944,0.047924,10000000.000000,0.022880,0.028236,0.041309,0.097990,0.027532,10000000.000000,0.023966,10000000.000000,0.023784,0.023784,0.028143,0.030153,0.023026,0.023429
51,230,1581,0.120119,0.0228803,6,4,0,0.026557,0.057706,0.024883,0.024944,0.047924,10000000.000000,0.022880,0.028236,0.041309,0.097990,0.027532,10000000.000000,0.023966,10000000.000000,0.023784,10000000.000000,0.028143,0.030153,0.023026,0.023429
53,240,1696,0.120119,0.0228803,6,4,0,0.026557,0.057706,0.024693,0.024883,0.047924,10000000.000000,0.022880,0.028236,0.041309,0.097990,0.027532,10000000.000000,0.023966,10000000.000000,0.023784,10000000.000000,0.028143,0.030153,0.023026,0.023429
55,250,1715,0.120119,0.0228803,6,4,0,0.026557,0.057706,0.024693,0.024883,0.045965,0.049385,0.022880,0.028236,0.041309,0.097990,0.027532,10000000.000000,0.023966,10000000.000000,0.023784,10000000.000000,0.028143,0.030153,0.023026,10000000.000000
57,260,1752,0.120119,0.0228803,6,4,0,0.026557,10000000.000000,0.024693,0.024883,0.045965,0.049385,0.022880,0.028236,0.041309,0.097990,0.027223,0.058904,0.023966,10000000.000000,0.023784,10000000.000000,0.028143,0.030153,0.023026,10000000.000000
59,270,1920,0.120119,0.0228803,6,4,0,0.026557,10000000.000000,0.024693,10000000.000000,0.045965,0.049385,0.022880,0.028236,0.041309,0.097990,0.027223,0.058904,0.023966,10000000.000000,0.023784,0.024684,0.028143,0.030153,0.023026,10000000.000000
61,280,2004,0.119473,0.0225181,6,4,0,0.026557,10000000.000000,0.024693,10000000.000000,0.045965,0.049385,0.022880,0.028236,0.041309,0.097990,0.027223,0.058904,0.023966,10000000.000000,0.023784,0.024684,0.028143,0.030153,0.022518,0.023429
63,290,2036,0.119473,0.0225181,6,4,0,0.026557,10000000.000000,0.024693,10000000.000000,0.045965,0.049385,0.022880,10000000.000000,0.041309,0.097990,0.027223,0.058904,0.023966,10000000.000000,0.023784,0.024684,0.022944,0.028143,0.022518,0.023429
65,300,2092,0.119473,0.0225181,6,4,0,0.026557,10000000.000000,0.024693,0.025949,0.045965,0.049385,0.022880,10000000.000000,0.041309,0.097990,0.027223,0.058904,0.023966,10000000.000000,0.023784,0.024684,0.022944,0.028143,0.022518,0.023429
67,310,2095,0.119473,0.0225181,6,4,0,0.026161,0.057706,0.024693,0.025949,0.045965,0.049385,0.022880,10000000.000000,0.041309,0.097990,0.027223,10000000.000000,0.023966,10000000.000000,0.023784,0.024684,0.022944,0.028143,0.022518,0.023429
69,320,2199,0.119473,0.0225181,6,4,0,0.026161,0.057706,0.024693,0.025949,0.045965,0.049385,0.022880,10000000.000000,0.041309,0.097990,0.027223,10000000.000000,0.023728,0.025833,0.023784,0.024684,0.022944,0.028143,0.022518,0.023429
71,330,2234,0.119473,0.0225181,6,4,0,0.026161,0.057706,0.024693,0.025949,0.045965,0.049385,0.022880,0.273326,0.041309,0.097990,0.027223,10000000.000000,0.023728,0.025833,0.023784,10000000.000000,0.022944,0.028143,0.022518,0.023429
73,340,2270,0.119473,0.0225181,6,4,0,0.026161,0.057706,0.024693,0.025949,0.027713,0.047924,0.022880,0.273326,0.041309,0.097990,0.027223,10000000.000000,0.023728,0.025833,0.023784,10000000.000000,0.022944,10000000.000000,0.022518,0.023429
75,350,2369,0.119473,0.0225181,6,4,0,0.026161,0.057706,0.024693,0.025949,0.027713,0.047924,0.022880,0.273326,0.041309,0.097990,0.027223,10000000.000000,0.023728,0.025833,0.023784,10000000.000000,0.022944,10000000.000000,0.022518,0.023429
77,360,2407,0.119473,0.0225181,6,4,0,0.026161,0.057706,0.024693,0.025949,0.027713,0.047924,0.022880,0.273326,0.041309,0.097990,0.027223,0.058904,0.023728,0.025833,0.023784,10000000.000000,0.022944,10000000.000000,0.022518,0.023429
79,370,2471,0.119473,0.0225181,6,4,0,0.026161,0.057706,0.024693,10000000.000000,0.027713,0.047924,0.022880,0.273326,0.041309,0.097990,0.027223,0.058904,0.023299,0.023966,0.023784,10000000.000000,0.022944,10000000.000000,0.022518,0.023429
81,380,2573,0.119473,0.0225181,6,4,0,0.026161,0.057706,0.024693,10000000.000000,0.027713,10000000.000000,0.022880,0.273326,0.041309,0.097990,0.027223,0.058904,0.023299,0.023966,0.023784,10000000.000000,0.022944,0.028143,0.022518,0.023429
83,390,2638,0.119368,0.0225028,6,5,0,0.026161,0.057706,0.024693,10000000.000000,0.027713,10000000.000000,0.022880,0.273326,0.041309,0.097990,0.027223,0.058904,0.023299,0.023966,0.023784,10000000.000000,0.022944,0.028143,0.022503,0.023429
85,400,2694,0.119368,0.0225028,6,5,0,0.026161,0.057706,0.024693,0.027209,0.027713,10000000.000000,0.022880,0.273326,0.041309,10000000.000000,0.027223,0.058904,0.023299,0.023966,0.023784,10000000.000000,0.022944,0.028143,0.022503,0.023429
87,410,2739,0.119368,0.0225028,6,5,0,0.026161,0.057706,0.024693,0.027209,0.027713,0.224529,0.022880,0.273326,0.041309,10000000.000000,0.027223,10000000.000000,0.023299,0.023966,0.023784,10000000.000000,0.022944,0.028143,0.022503,0.023429
89,420,2841,0.119368,0.0225028,6,5,0,0.026161,0.057706,0.024693,0.027209,0.027713,0.224529,0.022880,0.273326,0.041309,10000000.000000,0.027223,10000000.000000,0.023299,0.023966,0.023784,0.025822,0.022944,0.028143,0.022503,0.023429
91,430,2849,0.119368,0.0225028,6,5,0,0.026161,0.057706,0.024693,0.027209,0.027713,0.224529,0.022880,0.273326,0.041309,10000000.000000,0.027223,10000000.000000,0.023299,0.023966,0.023784,10000000.000000,0.022944,0.028143,0.022503,0.023429
93,440,2874,0.119368,0.0225028,6,5,0,0.026161,0.057706,0.024693,0.027209,0.027713,0.224529,0.022880,0.273326,0.041309,10000000.000000,0.027223,10000000.000000,0.023299,0.023966,0.023784,10000000.000000,0.022944,10000000.000000,0.022503,0.023429
95,450,2886,0.119368,0.0225028,6,5,0,0.026161,0.057706,0.024693,0.027209,0.027713,0.224529,0.022880,0.273326,0.041309,0.464462,0.027223,10000000.000000,0.023299,0.023966,0.023784,10000000.000000,0.022944,10000000.000000,0.022503,10000000.000000
97,460,2985,0.119368,0.0225028,6,5,0,0.026161,10000000.000000,0.024693,0.027209,0.027713,0.224529,0.022880,0.273326,0.041309,0.464462,0.027223,0.094834,0.023299,0.023966,0.023784,10000000.000000,0.022944,10000000.000000,0.022503,10000000.000000
99,470,3207,0.119368,0.0225028,6,5,0,0.026161,10000000.000000,0.024693,10000000.000000,0.027713,0.224529,0.022880,0.273326,0.041309,0.464462,0.027223,0.094834,0.023299,0.023966,0.023784,0.025822,0.022944,10000000.000000,0.022503,10000000.000000
101,480,3288,0.119368,0.0225028,6,5,0,0.026161,10000000.000000,0.024693,0.083836,0.027713,10000000.000000,0.022880,0.273326,0.041309,0.464462,0.027223,0.094834,0.023299,0.023966,0.023784,0.025822,0.022944,10000000.000000,0.022503,10000000.000000
103,490,3351,0.119368,0.0225028,6,5,0,0.026161,10000000.000000,0.024693,0.083836,0.027713,10000000.000000,0.022880,10000000.000000,0.041309,0.464462,0.027223,0.094834,0.023130,0.023966,0.023784,0.025822,0.022944,10000000.000000,0.022503,10000000.000000
105,500,3354,0.119368,0.0225028,6,5,0,0.026161,0.057706,0.024693,0.083836,0.027713,10000000.000000,0.022880,10000000.000000,0.041309,10000000.000000,0.027223,0.094834,0.023130,0.023966,0.023784,0.025822,0.022944,10000000.000000,0.022503,10000000.000000
107,510,3380,0.119368,0.0225028,6,5,0,0.026161,0.057706,0.024693,0.083836,0.027713,10000000.000000,0.022880,10000000.000000,0.041309,10000000.000000,0.027223,10000000.000000,0.023130,0.023966,0.023784,0.025822,0.022630,0.028143,0.022503,10000000.000000
109,520,3530,0.119368,0.0225028,6,5,0,0.026161,0.057706,0.024693,0.083836,0.027713,10000000.000000,0.022880,10000000.000000,0.041309,10000000.000000,0.027223,10000000.000000,0.023130,0.023966,0.023784,0.025822,0.022630,0.028143,0.022503,0.027718
111,530,3583,0.119368,0.0225028,6,5,0,0.026161,0.057706,0.024693,0.083836,0.027713,10000000.000000,0.022880,10000000.000000,0.041309,0.464462,0.027223,10000000.000000,0.023130,0.023966,0.023784,10000000.000000,0.022630,0.028143,0.022503,0.027718
113,540,3636,0.119368,0.0225028,6,5,0,0.026161,0.057706,0.024693,0.083836,0.027713,10000000.000000,0.022880,0.273326,0.041309,0.464462,0.027223,10000000.000000,0.023130,0.023966,0.023784,10000000.000000,0.022630,0.028143,0.022503,0.027718
115,550,3719,0.119368,0.0225028,6,5,0,0.026161,0.057706,0.024693,0.083836,0.027713,10000000.000000,0.022880,0.273326,0.041309,0.464462,0.027223,10000000.000000,0.023130,0.023966,0.023784,10000000.000000,0.022630,0.028143,0.022503,10000000.000000
117,560,3831,0.119368,0.0225028,6,5,0,0.026161,10000000.000000,0.024693,0.083836,0.027713,0.224529,0.022880,0.273326,0.041309,0.464462,0.027223,10000000.000000,0.023130,0.023966,0.023784,10000000.000000,0.022630,0.028143,0.022503,10000000.000000
119,570,3842,0.119368,0.0225028,6,5,0,0.026161,10000000.000000,0.024693,10000000.000000,0.027713,0.224529,0.022880,0.273326,0.041309,0.464462,0.027196,0.094834,0.023130,0.023966,0.023784,10000000.000000,0.022630,0.028143,0.022503,10000000.000000
121,580,3897,0.119368,0.0225028,6,5,0,0.026161,10000000.000000,0.024693,10000000.000000,0.027713,0.224529,0.022880,0.273326,0.041309,0.464462,0.027196,0.094834,0.023130,0.023966,0.023784,10000000.000000,0.022630,0.028143,0.022503,10000000.000000
123,590,3919,0.119368,0.0225028,6,5,0,0.026161,10000000.000000,0.024693,10000000.000000,0.027713,0.224529,0.022880,10000000.000000,0.041309,0.464462,0.027196,0.094834,0.023130,0.023966,0.023784,0.025822,0.022630,0.028143,0.022503,10000000.000000
125,600,4105,0.119338,0.022489,7,8,1,0.026161,10000000.000000,0.024693,10000000.000000,0.027713,0.224529,0.022880,10000000.000000,0.041309,10000000.000000,0.027196,0.094834,0.023130,0.023966,0.023784,0.025822,0.022630,0.028143,0.022489,0.027718
127,610,4111,0.119338,0.022489,7,8,1,0.026161,0.057706,0.024693,10000000.000000,0.027713,0.224529,0.022880,10000000.000000,0.041309,10000000.000000,0.027196,10000000.000000,0.023130,0.023966,0.023784,0.025822,0.022630,0.028143,0.022489,0.027718
129,620,4132,0.119338,0.022489,7,8,1,0.026161,0.057706,0.024693,0.083836,0.027713,0.224529,0.022880,10000000.000000,0.041309,10000000.000000,0.027196,10000000.000000,0.023130,10000000.000000,0.023784,0.025822,0.022630,0.028143,0.022489,0.027718
131,630,4208,0.119338,0.022489,7,8,1,0.026161,0.057706,0.024693,0.083836,0.027713,0.224529,0.022880,0.273326,0.041309,10000000.000000,0.027196,10000000.000000,0.023130,10000000.000000,0.023784,10000000.000000,0.022630,0.028143,0.022489,0.027718
133,640,4320,0.119338,0.022489,7,8,1,0.026161,0.057706,0.024693,0.083836,0.027713,0.224529,0.022880,0.273326,0.041309,10000000.000000,0.027196,0.094834,0.023130,10000000.000000,0.023784,10000000.000000,0.022630,10000000.000000,0.022489,0.027718
135,650,4406,0.119338,0.022489,7,8,1,0.026161,0.057706,0.024693,0.083836,0.027713,0.224529,0.022880,0.273326,0.035432,0.464462,0.027196,0.094834,0.023130,10000000.000000,0.023784,10000000.000000,0.022630,10000000.000000,0.022489,10000000.000000
137,660,4504,0.119338,0.022489,7,8,1,0.026161,10000000.000000,0.024693,0.083836,0.027713,0.224529,0.022880,0.273326,0.035432,0.464462,0.027196,0.094834,0.023130,10000000.000000,0.023784,0.025822,0.022630,10000000.000000,0.022489,10000000.000000
139,670,4515,0.119338,0.022489,7,8,1,0.026161,10000000.000000,0.024693,0.083836,0.027713,0.224529,0.022880,0.273326,0.035432,0.464462,0.027196,0.094834,0.023130,10000000.000000,0.023784,0.025822,0.022630,10000000.000000,0.022489,10000000.000000
